ptlName,cmpLongName,ptlLicenseeInterest,prlNpdidLicence,cmpNpdidCompany,ptlLicenseeDateUpdated,datesyncNPD
099,Norske Getty Exploration A/S,37.50000,21596,2765,,20.02.2019
099,Petoro AS,30.00000,21596,1626839,,20.02.2019
099,Neptune Energy Norge AS,12.00000,21596,31123361,23.02.2018,20.02.2019
099,Equinor Energy AS,20.50000,21596,32011216,17.05.2018,20.02.2019
100,Total E&P Norge AS,35.00000,21604,2410708,,20.02.2019
100,Equinor Energy AS,25.00000,21604,32011216,17.05.2018,20.02.2019
100,DEA Norge AS,4.00000,21604,26309819,21.03.2015,20.02.2019
100,Petoro AS,30.00000,21604,1626839,,20.02.2019
100,Neptune Energy Norge AS,6.00000,21604,31123361,,20.02.2019
102,Petoro AS,30.00000,21620,1626839,,20.02.2019
102,Total E&P Norge AS,40.00000,21620,2410708,,20.02.2019
102,LOTOS Exploration and Production Norge AS,30.00000,21620,5064434,07.04.2017,20.02.2019
102 C,LOTOS Exploration and Production Norge AS,20.00000,5467035,5064434,07.04.2017,20.02.2019
102 C,Aker BP ASA,10.00000,5467035,28544099,06.10.2016,20.02.2019
102 C,Petoro AS,30.00000,5467035,1626839,,20.02.2019
102 C,Total E&P Norge AS,40.00000,5467035,2410708,,20.02.2019
102 D,Aker BP ASA,50.00000,21568785,28544099,04.12.2018,20.02.2019
102 D,Petoro AS,30.00000,21568785,1626839,,20.02.2019
102 D,LOTOS Exploration and Production Norge AS,20.00000,21568785,5064434,07.04.2017,20.02.2019
102 E,LOTOS Exploration and Production Norge AS,30.00000,21568578,5064434,07.04.2017,20.02.2019
102 E,Petoro AS,30.00000,21568578,1626839,,20.02.2019
102 E,Total E&P Norge AS,40.00000,21568578,2410708,,20.02.2019
102 F,LOTOS Exploration and Production Norge AS,10.00000,23815216,5064434,07.04.2017,20.02.2019
102 F,Aker BP ASA,50.00000,23815216,28544099,04.12.2018,20.02.2019
102 F,Petoro AS,30.00000,23815216,1626839,31.10.2013,20.02.2019
102 F,MOL Norge AS,10.00000,23815216,26464449,08.09.2015,20.02.2019
102 G,MOL Norge AS,10.00000,23815158,26464449,08.09.2015,20.02.2019
102 G,Aker BP ASA,50.00000,23815158,28544099,04.12.2018,20.02.2019
102 G,Petoro AS,30.00000,23815158,1626839,31.10.2013,20.02.2019
102 G,LOTOS Exploration and Production Norge AS,10.00000,23815158,5064434,07.04.2017,20.02.2019
102 H,Aker BP ASA,50.00000,33341870,28544099,,20.02.2019
102 H,LOTOS Exploration and Production Norge AS,20.00000,33341870,5064434,,20.02.2019
102 H,Petoro AS,30.00000,33341870,1626839,,20.02.2019
104,ConocoPhillips Skandinavia AS,2.40000,21636,2410696,,20.02.2019
104,Equinor Energy AS,49.30000,21636,32011216,17.05.2018,20.02.2019
104,Petoro AS,33.60000,21636,1626839,,20.02.2019
104,Total E&P Norge AS,14.70000,21636,2410708,,20.02.2019
104 B,ConocoPhillips Skandinavia AS,2.40000,21568959,2410696,11.12.2013,20.02.2019
104 B,Total E&P Norge AS,14.70000,21568959,2410708,11.12.2013,20.02.2019
104 B,Petoro AS,33.60000,21568959,1626839,11.12.2013,20.02.2019
104 B,Equinor Energy AS,49.30000,21568959,32011216,17.05.2018,20.02.2019
107,DEA Norge AS,50.00000,21660,26309819,29.04.2017,20.02.2019
107,Faroe Petroleum Norge AS,7.50000,21660,4062883,,20.02.2019
107,Equinor Energy AS,20.00000,21660,32011216,17.05.2018,20.02.2019
107,Neptune Energy Norge AS,22.50000,21660,31123361,08.12.2018,20.02.2019
107 D,Neptune Energy Norge AS,22.50000,21124705,31123361,08.12.2018,20.02.2019
107 D,Petoro AS,7.50000,21124705,1626839,,20.02.2019
107 D,Equinor Energy AS,20.00000,21124705,32011216,17.05.2018,20.02.2019
107 D,DEA Norge AS,45.00000,21124705,26309819,29.04.2017,20.02.2019
107 D,Vår Energi AS,5.00000,21124705,33360957,11.12.2018,20.02.2019
110,Neptune Energy Norge AS,12.00000,21684,31123361,,20.02.2019
110,Total E&P Norge AS,25.00000,21684,2410708,,20.02.2019
110,Equinor Energy AS,33.00000,21684,32011216,17.05.2018,20.02.2019
110,Petoro AS,30.00000,21684,1626839,,20.02.2019
110 B,Equinor Energy AS,36.79000,3001885,32011216,17.05.2018,20.02.2019
110 B,Petoro AS,30.00000,3001885,1626839,,20.02.2019
110 B,Total E&P Norge AS,18.40000,3001885,2410708,,20.02.2019
110 B,DEA Norge AS,2.81000,3001885,26309819,21.03.2015,20.02.2019
110 B,Neptune Energy Norge AS,12.00000,3001885,31123361,,20.02.2019
110 C,Petoro AS,30.00000,3986340,1626839,,20.02.2019
110 C,RWE Dea Norge AS,2.81000,3986340,97557,,20.02.2019
110 C,GDF SUEZ E&P Norge AS,12.00000,3986340,5267845,,20.02.2019
110 C,Total E&P Norge AS,18.40000,3986340,2410708,,20.02.2019
110 C,Statoil Petroleum AS,36.79000,3986340,17237817,,20.02.2019
113,INEOS E&P Norge AS,70.00000,21708,29805656,11.10.2017,20.02.2019
113,Equinor Energy AS,30.00000,21708,32011216,17.05.2018,20.02.2019
120,ConocoPhillips Skandinavia AS,13.00000,21772,2410696,,20.02.2019
120,Equinor Energy AS,59.06452,21772,32011216,17.05.2018,20.02.2019
120,Petoro AS,16.93548,21772,1626839,,20.02.2019
120,Repsol Norge AS,11.00000,21772,27052812,,20.02.2019
120 B,Total E&P Norge AS,11.00000,4380181,2410708,,20.02.2019
120 B,ConocoPhillips Skandinavia AS,13.00000,4380181,2410696,,20.02.2019
120 B,Petoro AS,16.93548,4380181,1626839,,20.02.2019
120 B,Equinor Energy AS,59.06452,4380181,32011216,17.05.2018,20.02.2019
120 CS,ConocoPhillips Skandinavia AS,13.00000,30382506,2410696,04.01.2018,20.02.2019
120 CS,Petoro AS,16.93548,30382506,1626839,03.01.2018,20.02.2019
120 CS,Equinor Energy AS,59.06452,30382506,32011216,17.05.2018,20.02.2019
120 CS,Repsol Norge AS,11.00000,30382506,27052812,,20.02.2019
121,Vår Energi AS,14.90000,21780,33360957,11.12.2018,20.02.2019
121,Repsol Norge AS,7.65000,21780,27052812,01.02.2019,20.02.2019
121,ExxonMobil Exploration and Production Norway AS,20.00000,21780,2835212,30.10.2015,20.02.2019
121,Equinor Energy AS,57.45000,21780,32011216,17.05.2018,20.02.2019
122,Vår Energi AS,20.00000,21788,33360957,11.12.2018,20.02.2019
122,Equinor Energy AS,50.00000,21788,32011216,17.05.2018,20.02.2019
122,INEOS E&P Norge AS,30.00000,21788,29805656,11.10.2017,20.02.2019
122 B,INEOS E&P Norge AS,30.00000,2134110,29805656,11.10.2017,20.02.2019
122 B,Equinor Energy AS,50.00000,2134110,32011216,17.05.2018,20.02.2019
122 B,Vår Energi AS,20.00000,2134110,33360957,11.12.2018,20.02.2019
122 C,INEOS E&P Norge AS,30.00000,2987454,29805656,11.10.2017,20.02.2019
122 C,Equinor Energy AS,50.00000,2987454,32011216,17.05.2018,20.02.2019
122 C,Vår Energi AS,20.00000,2987454,33360957,11.12.2018,20.02.2019
122 D,INEOS E&P Norge AS,30.00000,3811939,29805656,11.10.2017,20.02.2019
122 D,Equinor Energy AS,50.00000,3811939,32011216,17.05.2018,20.02.2019
122 D,Vår Energi AS,20.00000,3811939,33360957,11.12.2018,20.02.2019
124,Petoro AS,27.08962,21804,1626839,,20.02.2019
124,ConocoPhillips Skandinavia AS,27.91038,21804,2410696,,20.02.2019
124,Vår Energi AS,10.00000,21804,33360957,11.12.2018,20.02.2019
124,Equinor Energy AS,35.00000,21804,32011216,17.05.2018,20.02.2019
127,Equinor Energy AS,50.00000,21828,32011216,17.05.2018,20.02.2019
127,Aker BP ASA,50.00000,21828,28544099,04.12.2018,20.02.2019
127 B,Equinor Energy AS,50.00000,25611917,32011216,17.05.2018,20.02.2019
127 B,Aker BP ASA,50.00000,25611917,28544099,04.12.2018,20.02.2019
127 C,Aker BP ASA,100.00000,29427330,28544099,04.12.2018,20.02.2019
128,Petoro AS,24.54546,21836,1626839,,20.02.2019
128,Vår Energi AS,11.50000,21836,33360957,11.12.2018,20.02.2019
128,Equinor Energy AS,63.95455,21836,32011216,17.05.2018,20.02.2019
128 B,Petoro AS,54.00000,41361,1626839,,20.02.2019
128 B,Vår Energi AS,6.90000,41361,33360957,11.12.2018,20.02.2019
128 B,Equinor Energy AS,39.10000,41361,32011216,17.05.2018,20.02.2019
128 D,Petoro AS,24.54546,27434543,1626839,,20.02.2019
128 D,Vår Energi AS,11.50000,27434543,33360957,11.12.2018,20.02.2019
128 D,Equinor Energy AS,63.95455,27434543,32011216,17.05.2018,20.02.2019
128 E,Vår Energi AS,11.50000,28941966,33360957,11.12.2018,20.02.2019
128 E,Petoro AS,24.54546,28941966,1626839,,20.02.2019
128 E,Equinor Energy AS,63.95454,28941966,32011216,17.05.2018,20.02.2019
132,Neptune Energy Norge AS,22.50000,21868,31123361,08.12.2018,20.02.2019
132,Faroe Petroleum Norge AS,7.50000,21868,4062883,,20.02.2019
132,DEA Norge AS,50.00000,21868,26309819,29.04.2017,20.02.2019
132,Equinor Energy AS,20.00000,21868,32011216,17.05.2018,20.02.2019
134,Total E&P Norge AS,10.00000,21884,2410708,,20.02.2019
134,Vår Energi AS,30.00000,21884,33360957,11.12.2018,20.02.2019
134,Equinor Energy AS,46.45000,21884,32011216,17.05.2018,20.02.2019
134,Petoro AS,13.55000,21884,1626839,,20.02.2019
134 B,PGNiG Upstream Norway AS,6.00000,1025257,29394105,08.04.2017,20.02.2019
134 B,Equinor Energy AS,64.00000,1025257,32011216,17.05.2018,20.02.2019
134 B,Vår Energi AS,30.00000,1025257,33360957,11.12.2018,20.02.2019
134 C,PGNiG Upstream Norway AS,6.00000,3812006,29394105,08.04.2017,20.02.2019
134 C,Vår Energi AS,30.00000,3812006,33360957,11.12.2018,20.02.2019
134 C,Equinor Energy AS,64.00000,3812006,32011216,17.05.2018,20.02.2019
134 D,Total E&P Norge AS,6.00000,26309854,2410708,,20.02.2019
134 D,Vår Energi AS,30.00000,26309854,33360957,11.12.2018,20.02.2019
134 D,Equinor Energy AS,64.00000,26309854,32011216,17.05.2018,20.02.2019
143 BS,Repsol Norge AS,100.00000,2424891,27052812,08.10.2015,20.02.2019
145,Vår Energi AS,20.00000,21972,33360957,11.12.2018,20.02.2019
145,ConocoPhillips Skandinavia AS,80.00000,21972,2410696,,20.02.2019
146,Total E&P Norge AS,22.20000,21980,2410708,,20.02.2019
146,Aker BP ASA,77.80000,21980,28544099,29.12.2018,20.02.2019
147,Spirit Energy Norway AS,50.00000,21988,33342085,06.12.2018,20.02.2019
147,Faroe Petroleum Norge AS,50.00000,21988,4062883,07.12.2016,20.02.2019
148,Lundin Norway AS,51.00000,21996,2767314,01.12.2017,20.02.2019
148,CapeOmega AS,49.00000,21996,31044668,16.03.2018,20.02.2019
150,Lundin Norway AS,35.00000,22012,2767314,,20.02.2019
150,Aker BP ASA,65.00000,22012,28544099,06.10.2016,20.02.2019
152,Petoro AS,30.00000,22028,1626839,,20.02.2019
152,Equinor Energy AS,51.00000,22028,32011216,17.05.2018,20.02.2019
152,OMV (Norge) AS,19.00000,22028,4460594,,20.02.2019
153,Wintershall Norge AS,20.00000,22036,21666830,03.12.2014,20.02.2019
153,Neptune Energy Norge AS,30.00000,22036,31123361,,20.02.2019
153,Petoro AS,30.00000,22036,1626839,,20.02.2019
153,DEA Norge AS,8.00000,22036,26309819,21.03.2015,20.02.2019
153,OKEA AS,12.00000,22036,27432899,04.12.2018,20.02.2019
153 B,Petoro AS,30.00000,4918242,1626839,,20.02.2019
153 B,DEA Norge AS,8.00000,4918242,26309819,21.03.2015,20.02.2019
153 B,OKEA AS,12.00000,4918242,27432899,04.12.2018,20.02.2019
153 B,Neptune Energy Norge AS,30.00000,4918242,31123361,,20.02.2019
153 B,Wintershall Norge AS,20.00000,4918242,21666830,03.12.2014,20.02.2019
153 C,DEA Norge AS,8.00000,30977870,26309819,,20.02.2019
153 C,OKEA AS,12.00000,30977870,27432899,04.12.2018,20.02.2019
153 C,Wintershall Norge AS,20.00000,30977870,21666830,,20.02.2019
153 C,Petoro AS,30.00000,30977870,1626839,,20.02.2019
153 C,Neptune Energy Norge AS,30.00000,30977870,31123361,,20.02.2019
158,Petoro AS,47.88000,22076,1626839,,20.02.2019
158,OKEA AS,44.56000,22076,27432899,04.12.2018,20.02.2019
158,Neptune Energy Norge AS,7.56000,22076,31123361,08.12.2018,20.02.2019
159,DEA Norge AS,40.00000,22084,26309819,28.05.2016,20.02.2019
159,Equinor Energy AS,60.00000,22084,32011216,17.05.2018,20.02.2019
159 B,Equinor Energy AS,85.00000,2819945,32011216,17.05.2018,20.02.2019
159 B,INEOS E&P Norge AS,15.00000,2819945,29805656,11.10.2017,20.02.2019
159 D,Equinor Energy AS,36.16500,4939421,32011216,05.06.2018,20.02.2019
159 D,DEA Norge AS,40.00000,4939421,26309819,28.05.2016,20.02.2019
159 D,Aker BP ASA,23.83500,4939421,28544099,,20.02.2019
159 F,Wellesley Petroleum AS,40.00000,29468112,26464257,18.07.2017,20.02.2019
159 F,INEOS E&P Norge AS,7.50000,29468112,29805656,11.10.2017,20.02.2019
159 F,Equinor Energy AS,52.50000,29468112,32011216,17.05.2018,20.02.2019
167,Equinor Energy AS,60.00000,22148,32011216,04.12.2018,20.02.2019
167,Lundin Norway AS,20.00000,22148,2767314,,20.02.2019
167,Spirit Energy Norway AS,20.00000,22148,33342085,06.12.2018,20.02.2019
167 B,Spirit Energy Norway AS,20.00000,2407874,33342085,06.12.2018,20.02.2019
167 B,Equinor Energy AS,60.00000,2407874,32011216,04.12.2018,20.02.2019
167 B,Lundin Norway AS,20.00000,2407874,2767314,,20.02.2019
167 C,Lundin Norway AS,20.00000,30977591,2767314,,20.02.2019
167 C,Equinor Energy AS,60.00000,30977591,32011216,04.12.2018,20.02.2019
167 C,Spirit Energy Norway AS,20.00000,30977591,33342085,06.12.2018,20.02.2019
169,Petoro AS,30.00000,22164,1626839,,20.02.2019
169,Equinor Energy AS,57.00000,22164,32011216,17.05.2018,20.02.2019
169,ExxonMobil Exploration and Production Norway AS,13.00000,22164,2835212,30.10.2015,20.02.2019
169 B1,Petoro AS,37.50000,1030964,1626839,,20.02.2019
169 B1,ExxonMobil Exploration and Production Norway AS,7.00000,1030964,2835212,30.10.2015,20.02.2019
169 B1,Equinor Energy AS,47.50000,1030964,32011216,17.05.2018,20.02.2019
169 B1,ConocoPhillips Skandinavia AS,8.00000,1030964,2410696,,20.02.2019
169 B2,ExxonMobil Exploration and Production Norway AS,10.00000,1031002,2835212,30.10.2015,20.02.2019
169 B2,Equinor Energy AS,47.50000,1031002,32011216,17.05.2018,20.02.2019
169 B2,Petoro AS,30.00000,1031002,1626839,,20.02.2019
169 B2,ConocoPhillips Skandinavia AS,12.50000,1031002,2410696,,20.02.2019
169 C,Petoro AS,50.00000,5479914,1626839,,20.02.2019
169 C,Aker BP ASA,50.00000,5479914,28544099,06.10.2016,20.02.2019
169 E,Vår Energi AS,13.00000,21124742,33360957,11.12.2018,20.02.2019
169 E,Faroe Petroleum Norge AS,30.00000,21124742,4062883,,20.02.2019
169 E,Equinor Energy AS,57.00000,21124742,32011216,17.05.2018,20.02.2019
171 B,ConocoPhillips Skandinavia AS,2.40000,1333384,2410696,,20.02.2019
171 B,Total E&P Norge AS,14.70000,1333384,2410708,,20.02.2019
171 B,Equinor Energy AS,49.30000,1333384,32011216,17.05.2018,20.02.2019
171 B,Petoro AS,33.60000,1333384,1626839,,20.02.2019
176,Neptune Energy Norge AS,7.56000,22220,31123361,08.12.2018,20.02.2019
176,Petoro AS,47.88000,22220,1626839,,20.02.2019
176,OKEA AS,44.56000,22220,27432899,04.12.2018,20.02.2019
185,Wintershall Norge AS,35.20000,22292,21666830,07.11.2014,20.02.2019
185,Vår Energi AS,12.25750,22292,33360957,11.12.2018,20.02.2019
185,Repsol Norge AS,33.84340,22292,27052812,08.10.2015,20.02.2019
185,Faroe Petroleum Norge AS,14.25670,22292,4062883,03.12.2013,20.02.2019
185,Neptune Energy Norge AS,4.44240,22292,31123361,08.12.2018,20.02.2019
187,Equinor Energy AS,36.00000,22308,32011216,17.05.2018,20.02.2019
187,Neptune Energy Norge AS,25.00000,22308,31123361,,20.02.2019
187,OMV (Norge) AS,24.00000,22308,4460594,,20.02.2019
187,Repsol Norge AS,15.00000,22308,27052812,,20.02.2019
190,Equinor Energy AS,40.00000,22332,32011216,17.05.2018,20.02.2019
190,Total E&P Norge AS,10.00000,22332,2410708,,20.02.2019
190,Petoro AS,50.00000,22332,1626839,,20.02.2019
193,Equinor Energy AS,39.55000,22356,32011216,17.05.2018,20.02.2019
193,Petoro AS,30.00000,22356,1626839,,20.02.2019
193,Total E&P Norge AS,5.00000,22356,2410708,,20.02.2019
193,A/S Norske Shell,6.45000,22356,562,11.01.2014,20.02.2019
193,Spirit Energy Norway AS,19.00000,22356,33342085,06.12.2018,20.02.2019
193 B,Spirit Energy Norway AS,13.00000,5107611,33342085,06.12.2018,20.02.2019
193 B,Petoro AS,30.00000,5107611,1626839,,20.02.2019
193 B,A/S Norske Shell,6.45000,5107611,562,11.01.2014,20.02.2019
193 B,Equinor Energy AS,50.55000,5107611,32011216,17.05.2018,20.02.2019
193 C,Petoro AS,30.00000,20108409,1626839,,20.02.2019
193 C,Total E&P Norge AS,5.00000,20108409,2410708,,20.02.2019
193 C,A/S Norske Shell,6.45000,20108409,562,11.01.2014,20.02.2019
193 C,Equinor Energy AS,39.55000,20108409,32011216,17.05.2018,20.02.2019
193 C,Spirit Energy Norway AS,19.00000,20108409,33342085,06.12.2018,20.02.2019
193 D,Spirit Energy Norway AS,13.00000,21349950,33342085,06.12.2018,20.02.2019
193 D,Petoro AS,30.00000,21349950,1626839,,20.02.2019
193 D,Equinor Energy AS,50.55000,21349950,32011216,17.05.2018,20.02.2019
193 D,A/S Norske Shell,6.45000,21349950,562,11.01.2014,20.02.2019
193 E,Spirit Energy Norway AS,19.00000,21568992,33342085,06.12.2018,20.02.2019
193 E,Total E&P Norge AS,5.00000,21568992,2410708,31.03.2017,20.02.2019
193 E,A/S Norske Shell,6.45000,21568992,562,31.03.2017,20.02.2019
193 E,Petoro AS,30.00000,21568992,1626839,31.03.2017,20.02.2019
193 E,Equinor Energy AS,39.55000,21568992,32011216,17.05.2018,20.02.2019
193 FS,Total E&P Norge AS,5.00000,29468347,2410708,27.07.2017,20.02.2019
193 FS,A/S Norske Shell,6.45000,29468347,562,27.07.2017,20.02.2019
193 FS,Spirit Energy Norway AS,19.00000,29468347,33342085,06.12.2018,20.02.2019
193 FS,Petoro AS,30.00000,29468347,1626839,27.07.2017,20.02.2019
193 FS,Equinor Energy AS,39.55000,29468347,32011216,17.05.2018,20.02.2019
195,DEA Norge AS,25.00000,22372,26309819,21.03.2015,20.02.2019
195,Equinor Energy AS,40.00000,22372,32011216,17.05.2018,20.02.2019
195,Petoro AS,35.00000,22372,1626839,,20.02.2019
195 B,Petoro AS,35.00000,3812021,1626839,,20.02.2019
195 B,DEA Norge AS,25.00000,3812021,26309819,21.03.2015,20.02.2019
195 B,Equinor Energy AS,40.00000,3812021,32011216,17.05.2018,20.02.2019
199,Total E&P Norge AS,6.00000,22404,2410708,,20.02.2019
199,ExxonMobil Exploration and Production Norway AS,15.00000,22404,2835212,30.10.2015,20.02.2019
199,Equinor Energy AS,52.00000,22404,32011216,17.05.2018,20.02.2019
199,Petoro AS,27.00000,22404,1626839,,20.02.2019
201,Vår Energi AS,66.67000,22420,33360957,11.12.2018,20.02.2019
201,Equinor Energy AS,33.33000,22420,32011216,17.05.2018,20.02.2019
203,Aker BP ASA,65.00000,22436,28544099,06.10.2016,20.02.2019
203,Lundin Norway AS,15.00000,22436,2767314,,20.02.2019
203,ConocoPhillips Skandinavia AS,20.00000,22436,2410696,,20.02.2019
203 B,Lundin Norway AS,15.00000,22813239,2767314,,20.02.2019
203 B,ConocoPhillips Skandinavia AS,20.00000,22813239,2410696,,20.02.2019
203 B,Aker BP ASA,65.00000,22813239,28544099,06.10.2016,20.02.2019
208,Petoro AS,30.00000,22476,1626839,,20.02.2019
208,A/S Norske Shell,25.00000,22476,562,,20.02.2019
208,INEOS E&P Norge AS,45.00000,22476,29805656,11.10.2017,20.02.2019
209,ExxonMobil Exploration and Production Norway AS,10.00000,22484,2835212,30.10.2015,20.02.2019
209,A/S Norske Shell,15.00000,22484,562,,20.02.2019
209,Equinor Energy AS,40.00000,22484,32011216,17.05.2018,20.02.2019
209,Petoro AS,35.00000,22484,1626839,,20.02.2019
211,Total E&P Norge AS,57.00000,22500,2410708,30.06.2018,20.02.2019
211,DEA Norge AS,43.00000,22500,26309819,30.06.2018,20.02.2019
212,Aker BP ASA,30.00000,22508,28544099,,20.02.2019
212,Equinor Energy AS,30.00000,22508,32011216,17.05.2018,20.02.2019
212,PGNiG Upstream Norway AS,15.00000,22508,29394105,08.04.2017,20.02.2019
212,DEA Norge AS,25.00000,22508,26309819,28.05.2016,20.02.2019
212 B,PGNiG Upstream Norway AS,15.00000,2092275,29394105,08.04.2017,20.02.2019
212 B,DEA Norge AS,25.00000,2092275,26309819,28.05.2016,20.02.2019
212 B,Equinor Energy AS,30.00000,2092275,32011216,17.05.2018,20.02.2019
212 B,Aker BP ASA,30.00000,2092275,28544099,,20.02.2019
212 E,Aker BP ASA,30.00000,4966902,28544099,,20.02.2019
212 E,PGNiG Upstream Norway AS,15.00000,4966902,29394105,08.04.2017,20.02.2019
212 E,DEA Norge AS,25.00000,4966902,26309819,28.05.2016,20.02.2019
212 E,Equinor Energy AS,30.00000,4966902,32011216,17.05.2018,20.02.2019
218,ConocoPhillips Skandinavia AS,10.00000,22556,2410696,,20.02.2019
218,Equinor Energy AS,51.00000,22556,32011216,17.05.2018,20.02.2019
218,OMV (Norge) AS,15.00000,22556,4460594,,20.02.2019
218,Wintershall Norge A/S,24.00000,22556,914,,20.02.2019
218 B,Wintershall Norge AS,24.00000,20428874,21666830,,20.02.2019
218 B,OMV (Norge) AS,15.00000,20428874,4460594,,20.02.2019
218 B,ConocoPhillips Skandinavia AS,10.00000,20428874,2410696,,20.02.2019
218 B,Equinor Energy AS,51.00000,20428874,32011216,17.05.2018,20.02.2019
219,Vår Energi AS,50.00000,22564,33360957,11.12.2018,20.02.2019
219,Equinor Energy AS,25.00000,22564,32011216,17.05.2018,20.02.2019
219,A/S Norske Shell,10.00000,22564,562,03.11.2017,20.02.2019
219,Total E&P Norge AS,15.00000,22564,2410708,03.11.2017,20.02.2019
220,Vår Energi AS,15.00000,22572,33360957,11.12.2018,20.02.2019
220,Aker BP ASA,15.00000,22572,28544099,29.12.2017,20.02.2019
220,Equinor Energy AS,70.00000,22572,32011216,17.05.2018,20.02.2019
229,Vår Energi AS,65.00000,22644,33360957,11.12.2018,20.02.2019
229,Equinor Energy AS,35.00000,22644,32011216,17.05.2018,20.02.2019
229 B,Equinor Energy AS,35.00000,4461754,32011216,17.05.2018,20.02.2019
229 B,Vår Energi AS,65.00000,4461754,33360957,11.12.2018,20.02.2019
229 D,Equinor Energy AS,35.00000,27434570,32011216,17.05.2018,20.02.2019
229 D,Vår Energi AS,65.00000,27434570,33360957,11.12.2018,20.02.2019
230,Spike Exploration AS,30.00000,22652,27051927,23.09.2015,20.02.2019
230,Explora Petroleum AS,20.00000,22652,22223266,,20.02.2019
230,Statoil Petroleum AS,35.00000,22652,17237817,03.04.2014,20.02.2019
230,GDF SUEZ E&P Norge AS,15.00000,22652,5267845,,20.02.2019
237,Petoro AS,35.69000,41327,1626839,03.01.2019,20.02.2019
237,ExxonMobil Exploration and Production Norway AS,7.24000,41327,2835212,30.10.2015,20.02.2019
237,Total E&P Norge AS,7.68000,41327,2410708,,20.02.2019
237,Vår Energi AS,14.82000,41327,33360957,03.01.2019,20.02.2019
237,Equinor Energy AS,34.57000,41327,32011216,17.05.2018,20.02.2019
242,Aker BP ASA,35.00000,102226,28544099,06.10.2016,20.02.2019
242,Equinor Energy AS,50.00000,102226,32011216,17.05.2018,20.02.2019
242,Spirit Energy Norway AS,15.00000,102226,33342085,06.12.2018,20.02.2019
248,Petoro AS,40.00000,102285,1626839,,20.02.2019
248,Wintershall Norge AS,60.00000,102285,21666830,03.12.2014,20.02.2019
248 B,Wintershall Norge AS,60.00000,3812058,21666830,03.12.2014,20.02.2019
248 B,Petoro AS,40.00000,3812058,1626839,,20.02.2019
248 C,Petoro AS,40.00000,23297103,1626839,01.05.2013,20.02.2019
248 C,Equinor Energy AS,30.00000,23297103,32011216,17.05.2018,20.02.2019
248 C,Wellesley Petroleum AS,30.00000,23297103,26464257,04.07.2018,20.02.2019
248 D,Petoro AS,40.00000,26265128,1626839,25.02.2015,20.02.2019
248 D,Equinor Energy AS,60.00000,26265128,32011216,17.05.2018,20.02.2019
248 E,Petoro AS,40.00000,26265155,1626839,25.02.2015,20.02.2019
248 E,Equinor Energy AS,60.00000,26265155,32011216,17.05.2018,20.02.2019
248 F,Petoro AS,40.00000,27160027,1626839,,20.02.2019
248 F,Wintershall Norge A/S,40.00000,27160027,914,,20.02.2019
248 F,DNO NORGE AS,20.00000,27160027,29468270,19.07.2017,20.02.2019
248 GS,Petoro AS,40.00000,28225653,1626839,,20.02.2019
248 GS,Wintershall Norge AS,40.00000,28225653,21666830,06.09.2016,20.02.2019
248 GS,DNO NORGE AS,20.00000,28225653,29468270,19.07.2017,20.02.2019
248 HS,DNO NORGE AS,20.00000,28225739,29468270,19.07.2017,20.02.2019
248 HS,Petoro AS,40.00000,28225739,1626839,,20.02.2019
248 HS,Wintershall Norge AS,40.00000,28225739,21666830,06.09.2016,20.02.2019
248 I,Petoro AS,40.00000,30636669,1626839,12.01.2018,20.02.2019
248 I,Wellesley Petroleum AS,60.00000,30636669,26464257,04.07.2018,20.02.2019
248 J,Petoro AS,40.00000,30636695,1626839,12.01.2018,20.02.2019
248 J,Capricorn Norge AS,60.00000,30636695,23297570,06.07.2018,20.02.2019
249,LOTOS Exploration and Production Norge AS,25.75700,102294,5064434,07.04.2017,20.02.2019
249,PGNiG Upstream Norway AS,24.24300,102294,29394105,08.04.2017,20.02.2019
249,Spirit Energy Norway AS,50.00000,102294,33342085,06.12.2018,20.02.2019
250,ExxonMobil Exploration and Production Norway AS,5.91000,115537,2835212,30.10.2015,20.02.2019
250,INEOS E&P Norge AS,9.44000,115537,29805656,11.10.2017,20.02.2019
250,Equinor Energy AS,23.65000,115537,32011216,17.05.2018,20.02.2019
250,A/S Norske Shell,16.00000,115537,562,,20.02.2019
250,Petoro AS,45.00000,115537,1626839,,20.02.2019
255,Petoro AS,30.00000,1032979,1626839,,20.02.2019
255,Total E&P Norge AS,20.00000,1032979,2410708,,20.02.2019
255,Equinor Energy AS,20.00000,1032979,32011216,17.05.2018,20.02.2019
255,A/S Norske Shell,30.00000,1032979,562,,20.02.2019
255 B,Total E&P Norge AS,40.00000,28201826,2410708,30.07.2016,20.02.2019
255 B,Equinor Energy AS,30.00000,28201826,32011216,17.05.2018,20.02.2019
255 B,Petoro AS,30.00000,28201826,1626839,,20.02.2019
255 C,Equinor Energy AS,30.00000,28941938,32011216,17.05.2018,20.02.2019
255 C,Petoro AS,30.00000,28941938,1626839,,20.02.2019
255 C,Total E&P Norge AS,40.00000,28941938,2410708,,20.02.2019
255 D,Equinor Energy AS,30.00000,30977988,32011216,17.05.2018,20.02.2019
255 D,Petoro AS,30.00000,30977988,1626839,,20.02.2019
255 D,Total E&P Norge AS,40.00000,30977988,2410708,,20.02.2019
257,ExxonMobil Exploration and Production Norway AS,15.00000,1033013,2835212,30.10.2015,20.02.2019
257,Equinor Energy AS,79.00000,1033013,32011216,17.05.2018,20.02.2019
