ptlName,cmpLongName,ptlLicenseeInterest,prlNpdidLicence,cmpNpdidCompany,ptlLicenseeDateUpdated,datesyncNPD
257,Total E&P Norge AS,6.00000,1033013,2410708,,20.02.2019
261,Equinor Energy AS,20.00000,1033077,32011216,17.05.2018,20.02.2019
261,DEA Norge AS,30.00000,1033077,26309819,21.03.2015,20.02.2019
261,Aker BP ASA,50.00000,1033077,28544099,,20.02.2019
262,Aker BP ASA,30.00000,1033093,28544099,,20.02.2019
262,Equinor Energy AS,30.00000,1033093,32011216,17.05.2018,20.02.2019
262,PGNiG Upstream Norway AS,15.00000,1033093,29394105,08.04.2017,20.02.2019
262,DEA Norge AS,25.00000,1033093,26309819,28.05.2016,20.02.2019
263,Spirit Energy Norway AS,30.00000,1033111,33342085,06.12.2018,20.02.2019
263,Equinor Energy AS,70.00000,1033111,32011216,17.05.2018,20.02.2019
263 B,Spirit Energy Norway AS,30.00000,3812093,33342085,06.12.2018,20.02.2019
263 B,Equinor Energy AS,70.00000,3812093,32011216,17.05.2018,20.02.2019
263 C,Equinor Energy AS,45.75000,4966437,32011216,17.05.2018,20.02.2019
263 C,Vår Energi AS,9.80000,4966437,33360957,11.12.2018,20.02.2019
263 C,Petoro AS,19.95000,4966437,1626839,,20.02.2019
263 C,Total E&P Norge AS,24.50000,4966437,2410708,,20.02.2019
263 D,Spirit Energy Norway AS,30.00000,30978033,33342085,06.12.2018,20.02.2019
263 D,Equinor Energy AS,70.00000,30978033,32011216,17.05.2018,20.02.2019
265,Lundin Norway AS,10.00000,1624237,2767314,,20.02.2019
265,Aker BP ASA,20.00000,1624237,28544099,06.10.2016,20.02.2019
265,Petoro AS,30.00000,1624237,1626839,,20.02.2019
265,Equinor Energy AS,40.00000,1624237,32011216,17.05.2018,20.02.2019
269,Equinor Energy AS,100.00000,1624410,32011216,17.05.2018,20.02.2019
272,Aker BP ASA,50.00000,2060232,28544099,06.10.2016,20.02.2019
272,Equinor Energy AS,50.00000,2060232,32011216,17.05.2018,20.02.2019
274,Faroe Petroleum Norge AS,55.00000,2060266,4062883,07.12.2016,20.02.2019
274,CapeOmega AS,45.00000,2060266,31044668,16.03.2018,20.02.2019
274 CS,CapeOmega AS,45.00000,4909658,31044668,16.03.2018,20.02.2019
274 CS,Faroe Petroleum Norge AS,55.00000,4909658,4062883,07.12.2016,20.02.2019
275,Total E&P Norge AS,39.89600,2060278,2410708,,20.02.2019
275,ConocoPhillips Skandinavia AS,35.11200,2060278,2410696,,20.02.2019
275,Petoro AS,5.00000,2060278,1626839,,20.02.2019
275,Equinor Energy AS,7.60400,2060278,32011216,17.05.2018,20.02.2019
275,Vår Energi AS,12.38800,2060278,33360957,11.12.2018,20.02.2019
277,Petoro AS,30.00000,2060336,1626839,,20.02.2019
277,Equinor Energy AS,51.00000,2060336,32011216,17.05.2018,20.02.2019
277,OMV (Norge) AS,19.00000,2060336,4460594,,20.02.2019
292,A/S Norske Shell,60.00000,2407572,562,07.09.2016,20.02.2019
292,Lundin Norway AS,40.00000,2407572,2767314,,20.02.2019
292 B,Lundin Norway AS,40.00000,5107501,2767314,,20.02.2019
292 B,A/S Norske Shell,60.00000,5107501,562,07.09.2016,20.02.2019
293,Vår Energi AS,60.00000,2407711,33360957,11.12.2018,20.02.2019
293,Equinor Energy AS,40.00000,2407711,32011216,17.05.2018,20.02.2019
293 B,Idemitsu Petroleum Norge AS,20.00000,21695786,441,13.08.2014,20.02.2019
293 B,Equinor Energy AS,60.00000,21695786,32011216,17.05.2018,20.02.2019
293 B,DNO NORGE AS,20.00000,21695786,29468270,19.07.2017,20.02.2019
300,Aker BP ASA,55.00000,2490354,28544099,,20.02.2019
300,Faroe Petroleum Norge AS,45.00000,2490354,4062883,07.12.2016,20.02.2019
303,Equinor Energy AS,100.00000,2490467,32011216,17.05.2018,20.02.2019
309 B,Petoro AS,33.60000,20108378,1626839,24.11.2015,20.02.2019
309 B,ConocoPhillips Skandinavia AS,2.58282,20108378,2410696,24.11.2015,20.02.2019
309 B,Statoil Petroleum AS,63.81718,20108378,17237817,24.11.2015,20.02.2019
309 C,ConocoPhillips Skandinavia AS,2.58282,21104663,2410696,24.11.2015,20.02.2019
309 C,Petoro AS,33.60000,21104663,1626839,24.11.2015,20.02.2019
309 C,Equinor Energy AS,63.81718,21104663,32011216,17.05.2018,20.02.2019
312,Vår Energi AS,17.00000,2491196,33360957,11.12.2018,20.02.2019
312,ExxonMobil Exploration and Production Norway AS,24.00000,2491196,2835212,30.10.2015,20.02.2019
312,Equinor Energy AS,59.00000,2491196,32011216,17.05.2018,20.02.2019
312 B,Vår Energi AS,17.00000,17654614,33360957,11.12.2018,20.02.2019
312 B,ExxonMobil Exploration and Production Norway AS,24.00000,17654614,2835212,30.10.2015,20.02.2019
312 B,Equinor Energy AS,59.00000,17654614,32011216,17.05.2018,20.02.2019
316,LOTOS Exploration and Production Norge AS,20.00000,2786469,5064434,07.04.2017,20.02.2019
316,KUFPEC Norway AS,10.00000,2786469,23750622,07.04.2017,20.02.2019
316,Repsol Norge AS,55.00000,2786469,27052812,01.12.2017,20.02.2019
316,OKEA AS,15.00000,2786469,27432899,01.12.2017,20.02.2019
316 B,OKEA AS,15.00000,4237334,27432899,01.12.2017,20.02.2019
316 B,Repsol Norge AS,55.00000,4237334,27052812,01.12.2017,20.02.2019
316 B,KUFPEC Norway AS,10.00000,4237334,23750622,07.04.2017,20.02.2019
316 B,LOTOS Exploration and Production Norge AS,20.00000,4237334,5064434,07.04.2017,20.02.2019
318,Petoro AS,20.00000,2786586,1626839,,20.02.2019
318,Idemitsu Petroleum Norge AS,20.00000,2786586,441,,20.02.2019
318,Equinor Energy AS,60.00000,2786586,32011216,17.05.2018,20.02.2019
318 B,Petoro AS,20.00000,4238138,1626839,,20.02.2019
318 B,Equinor Energy AS,60.00000,4238138,32011216,17.05.2018,20.02.2019
318 B,Idemitsu Petroleum Norge AS,20.00000,4238138,441,,20.02.2019
318 C,Petoro AS,60.00000,5463114,1626839,,20.02.2019
318 C,Idemitsu Petroleum Norge AS,20.00000,5463114,441,,20.02.2019
318 C,Equinor Energy AS,20.00000,5463114,32011216,17.05.2018,20.02.2019
327,Petoro AS,20.00000,2786915,1626839,,20.02.2019
327,Equinor Energy AS,51.00000,2786915,32011216,17.05.2018,20.02.2019
327,A/S Norske Shell,10.00000,2786915,562,,20.02.2019
327,Wintershall Norge AS,19.00000,2786915,21666830,,20.02.2019
327 B,Wintershall Norge AS,19.00000,4720054,21666830,,20.02.2019
327 B,A/S Norske Shell,10.00000,4720054,562,,20.02.2019
327 B,Petoro AS,20.00000,4720054,1626839,,20.02.2019
327 B,Equinor Energy AS,51.00000,4720054,32011216,17.05.2018,20.02.2019
333,Total E&P Norge AS,22.20000,2986266,2410708,,20.02.2019
333,Aker BP ASA,77.80000,2986266,28544099,29.12.2018,20.02.2019
338,Lundin Norway AS,65.00000,2986578,2767314,02.07.2016,20.02.2019
338,Wintershall Norge AS,15.00000,2986578,21666830,10.08.2013,20.02.2019
338,OMV (Norge) AS,20.00000,2986578,4460594,,20.02.2019
338 BS,Wintershall Norge AS,15.00000,25294597,21666830,05.11.2014,20.02.2019
338 BS,Equinor Energy AS,15.00000,25294597,32011216,17.05.2018,20.02.2019
338 BS,OKEA AS,20.00000,25294597,27432899,12.07.2016,20.02.2019
338 BS,Lundin Norway AS,50.00000,25294597,2767314,05.11.2014,20.02.2019
338 C,OMV (Norge) AS,20.00000,25871009,4460594,16.01.2015,20.02.2019
338 C,Lundin Norway AS,50.00000,25871009,2767314,01.04.2015,20.02.2019
338 C,Lime Petroleum AS,30.00000,25871009,29491716,30.08.2017,20.02.2019
340,Vår Energi AS,20.00000,2986630,33360957,11.12.2018,20.02.2019
340,Lundin Norway AS,15.00000,2986630,2767314,,20.02.2019
340,Aker BP ASA,65.00000,2986630,28544099,06.10.2016,20.02.2019
340 BS,Lundin Norway AS,15.00000,17320421,2767314,,20.02.2019
340 BS,Aker BP ASA,65.00000,17320421,28544099,06.10.2016,20.02.2019
340 BS,Vår Energi AS,20.00000,17320421,33360957,11.12.2018,20.02.2019
348,Neptune Energy Norge AS,12.50000,2987047,31123361,08.12.2018,20.02.2019
348,Faroe Petroleum Norge AS,7.50000,2987047,4062883,22.12.2014,20.02.2019
348,Vår Energi AS,17.50000,2987047,33360957,11.12.2018,20.02.2019
348,DEA Norge AS,27.50000,2987047,26309819,29.04.2017,20.02.2019
348,Equinor Energy AS,35.00000,2987047,32011216,17.05.2018,20.02.2019
348 B,Faroe Petroleum Norge AS,7.50000,20109261,4062883,23.12.2014,20.02.2019
348 B,Vår Energi AS,17.50000,20109261,33360957,11.12.2018,20.02.2019
348 B,DEA Norge AS,27.50000,20109261,26309819,29.04.2017,20.02.2019
348 B,Equinor Energy AS,35.00000,20109261,32011216,17.05.2018,20.02.2019
348 B,Neptune Energy Norge AS,12.50000,20109261,31123361,08.12.2018,20.02.2019
359,OMV (Norge) AS,20.00000,3810373,4460594,31.10.2017,20.02.2019
359,Wintershall Norge AS,15.00000,3810373,21666830,31.10.2017,20.02.2019
359,Lundin Norway AS,65.00000,3810373,2767314,21.12.2018,20.02.2019
373 S,DEA Norge AS,10.00000,3811116,26309819,21.03.2015,20.02.2019
373 S,Wintershall Norge AS,20.00000,3811116,21666830,07.05.2013,20.02.2019
373 S,Idemitsu Petroleum Norge AS,25.00000,3811116,441,07.05.2013,20.02.2019
373 S,A/S Norske Shell,45.00000,3811116,562,07.09.2016,20.02.2019
375,Suncor Energy Norge AS,80.00000,3811214,20426420,07.11.2014,20.02.2019
375,Vår Energi AS,20.00000,3811214,33360957,11.12.2018,20.02.2019
375 B,Core Energy AS,20.00000,20108600,20460080,,20.02.2019
375 B,Suncor Energy Norge AS,80.00000,20108600,20426420,07.11.2014,20.02.2019
375 C,Suncor Energy Norge AS,80.00000,21569065,20426420,07.11.2014,20.02.2019
375 C,Core Energy AS,20.00000,21569065,20460080,,20.02.2019
378,Capricorn Norge AS,24.24000,3811312,23297570,10.11.2017,20.02.2019
378,Wintershall Norge AS,75.76000,3811312,21666830,10.11.2017,20.02.2019
393,Petoro AS,20.00000,3965277,1626839,,20.02.2019
393,Vår Energi AS,50.00000,3965277,33360957,11.12.2018,20.02.2019
393,Equinor Energy AS,30.00000,3965277,32011216,17.05.2018,20.02.2019
405,Faroe Petroleum Norge AS,15.00000,4237284,4062883,03.10.2017,20.02.2019
405,Suncor Energy Norge AS,30.00000,4237284,20426420,03.10.2017,20.02.2019
405,Spirit Energy Norway AS,40.00000,4237284,33342085,06.12.2018,20.02.2019
405,Aker BP ASA,15.00000,4237284,28544099,03.10.2017,20.02.2019
418,Capricorn Norge AS,20.00000,4238348,23297570,01.05.2013,20.02.2019
418,Spirit Energy Norway AS,20.00000,4238348,33342085,06.12.2018,20.02.2019
418,Edison Norge AS,15.00000,4238348,25612292,18.02.2015,20.02.2019
418,Wintershall Norge AS,35.00000,4238348,21666830,,20.02.2019
418,DEA Norge AS,10.00000,4238348,26309819,21.03.2015,20.02.2019
433,Faroe Petroleum Norge AS,15.00000,4238654,4062883,01.08.2018,20.02.2019
433,Spirit Energy Norway AS,51.70000,4238654,33342085,06.12.2018,20.02.2019
433,Dyas Norge AS,13.30000,4238654,31165231,,20.02.2019
433,PGNiG Upstream Norway AS,20.00000,4238654,29394105,29.03.2018,20.02.2019
435,Edison Norge AS,10.00000,4238696,25612292,31.12.2016,20.02.2019
435,DEA Norge AS,55.00000,4238696,26309819,31.12.2016,20.02.2019
435,Petoro AS,35.00000,4238696,1626839,,20.02.2019
442,LOTOS Exploration and Production Norge AS,9.74000,4237510,5064434,07.04.2017,20.02.2019
442,Aker BP ASA,90.26000,4237510,28544099,21.12.2016,20.02.2019
448,Petoro AS,30.00000,4238790,1626839,31.10.2017,20.02.2019
448,DEA Norge AS,2.81000,4238790,26309819,31.10.2017,20.02.2019
448,Total E&P Norge AS,18.40000,4238790,2410708,31.10.2017,20.02.2019
448,Equinor Energy AS,36.79000,4238790,32011216,17.05.2018,20.02.2019
448,Neptune Energy Norge AS,12.00000,4238790,31123361,,20.02.2019
457 BS,Neptune Energy Norge AS,20.00000,26337444,31123361,08.12.2018,20.02.2019
457 BS,Wintershall Norge AS,40.00000,26337444,21666830,,20.02.2019
457 BS,Aker BP ASA,40.00000,26337444,28544099,06.10.2016,20.02.2019
460,PGNiG Upstream Norway AS,35.00000,4910195,29394105,07.07.2018,20.02.2019
460,Aker BP ASA,65.00000,4910195,28544099,07.07.2018,20.02.2019
473,Petoro AS,19.95000,4920841,1626839,15.12.2018,20.02.2019
473,ExxonMobil Exploration and Production Norway AS,9.80000,4920841,2835212,15.12.2018,20.02.2019
473,Vår Energi AS,29.40000,4920841,33360957,15.12.2018,20.02.2019
473,Equinor Energy AS,40.85000,4920841,32011216,15.12.2018,20.02.2019
475 BS,Spirit Energy Norway AS,20.00000,5107669,33342085,06.12.2018,20.02.2019
475 BS,Petoro AS,30.00000,5107669,1626839,,20.02.2019
475 BS,Wintershall Norge AS,50.00000,5107669,21666830,,20.02.2019
475 CS,Spirit Energy Norway AS,20.00000,20109375,33342085,06.12.2018,20.02.2019
475 CS,Petoro AS,30.00000,20109375,1626839,31.03.2017,20.02.2019
475 CS,Wintershall Norge AS,50.00000,20109375,21666830,31.03.2017,20.02.2019
479,Petoro AS,14.95000,4920979,1626839,12.08.2017,20.02.2019
479,Total E&P Norge AS,9.80000,4920979,2410708,12.08.2017,20.02.2019
479,ExxonMobil Exploration and Production Norway AS,14.70000,4920979,2835212,12.08.2017,20.02.2019
479,Vår Energi AS,19.60000,4920979,33360957,11.12.2018,20.02.2019
479,Equinor Energy AS,40.95000,4920979,32011216,17.05.2018,20.02.2019
489,Petoro AS,20.00000,4921522,1626839,01.06.2018,20.02.2019
489,Equinor Energy AS,40.00000,4921522,32011216,13.06.2018,20.02.2019
489,Vår Energi AS,40.00000,4921522,33360957,11.12.2018,20.02.2019
492,Aker BP ASA,60.00000,4925088,28544099,07.04.2018,20.02.2019
492,Lundin Norway AS,40.00000,4925088,2767314,07.04.2018,20.02.2019
501,Total E&P Norge AS,20.00000,5106314,2410708,23.05.2018,20.02.2019
501,Equinor Energy AS,40.00000,5106314,32011216,17.05.2018,20.02.2019
501,Lundin Norway AS,40.00000,5106314,2767314,,20.02.2019
501 B,Total E&P Norge AS,20.00000,20107950,2410708,23.05.2018,20.02.2019
501 B,Equinor Energy AS,40.00000,20107950,32011216,17.05.2018,20.02.2019
501 B,Lundin Norway AS,40.00000,20107950,2767314,01.12.2015,20.02.2019
502,Petoro AS,33.33333,5106378,1626839,09.06.2018,20.02.2019
502,Aker BP ASA,22.22222,5106378,28544099,09.06.2018,20.02.2019
502,Equinor Energy AS,44.44444,5106378,32011216,13.06.2018,20.02.2019
504,Petoro AS,52.40700,5106455,1626839,19.12.2013,20.02.2019
504,Aker BP ASA,47.59300,5106455,28544099,06.10.2016,20.02.2019
516,Petoro AS,24.55000,5107101,1626839,,20.02.2019
516,Equinor Energy AS,63.95000,5107101,32011216,17.05.2018,20.02.2019
516,Vår Energi AS,11.50000,5107101,33360957,11.12.2018,20.02.2019
528,Spirit Energy Norway AS,40.00000,5463521,33342085,06.12.2018,20.02.2019
528,Repsol Norge AS,6.00000,5463521,27052812,10.08.2017,20.02.2019
528,Wintershall Norge AS,10.00000,5463521,21666830,10.08.2017,20.02.2019
528,M Vest Energy AS,19.00000,5463521,28222457,10.08.2017,20.02.2019
528,Equinor Energy AS,25.00000,5463521,32011216,17.05.2018,20.02.2019
528 B,Equinor Energy AS,25.00000,20428963,32011216,17.05.2018,20.02.2019
528 B,Wintershall Norge AS,10.00000,20428963,21666830,10.08.2017,20.02.2019
528 B,Repsol Norge AS,6.00000,20428963,27052812,10.08.2017,20.02.2019
528 B,M Vest Energy AS,19.00000,20428963,28222457,09.09.2017,20.02.2019
528 B,Spirit Energy Norway AS,40.00000,20428963,33342085,06.12.2018,20.02.2019
532,Vår Energi AS,30.00000,5463659,33360957,11.12.2018,20.02.2019
532,Petoro AS,20.00000,5463659,1626839,,20.02.2019
532,Equinor Energy AS,50.00000,5463659,32011216,17.05.2018,20.02.2019
533,DEA Norge AS,30.00000,5463724,26309819,16.01.2018,20.02.2019
533,Aker BP ASA,35.00000,5463724,28544099,16.01.2018,20.02.2019
533,Lundin Norway AS,35.00000,5463724,2767314,16.01.2018,20.02.2019
533 B,DEA Norge AS,30.00000,30978126,26309819,,20.02.2019
533 B,Aker BP ASA,35.00000,30978126,28544099,,20.02.2019
533 B,Lundin Norway AS,35.00000,30978126,2767314,,20.02.2019
537,Petoro AS,20.00000,5463849,1626839,20.06.2014,20.02.2019
537,Idemitsu Petroleum Norge AS,20.00000,5463849,441,20.06.2014,20.02.2019
537,OMV (Norge) AS,25.00000,5463849,4460594,20.06.2014,20.02.2019
537,Equinor Energy AS,35.00000,5463849,32011216,17.05.2018,20.02.2019
537 B,Equinor Energy AS,35.00000,32017463,32011216,,20.02.2019
537 B,Petoro AS,20.00000,32017463,1626839,,20.02.2019
537 B,Idemitsu Petroleum Norge AS,20.00000,32017463,441,,20.02.2019
537 B,OMV (Norge) AS,25.00000,32017463,4460594,,20.02.2019
539,Lundin Norway AS,20.00000,17320077,2767314,17.02.2018,20.02.2019
539,MOL Norge AS,80.00000,17320077,26464449,20.05.2017,20.02.2019
554,Equinor Energy AS,40.00000,17654471,32011216,17.05.2018,20.02.2019
554,Aker BP ASA,30.00000,17654471,28544099,06.10.2016,20.02.2019
554,Vår Energi AS,30.00000,17654471,33360957,11.12.2018,20.02.2019
554 B,Equinor Energy AS,40.00000,20108509,32011216,17.05.2018,20.02.2019
554 B,Aker BP ASA,30.00000,20108509,28544099,06.10.2016,20.02.2019
554 B,Vår Energi AS,30.00000,20108509,33360957,11.12.2018,20.02.2019
554 C,Aker BP ASA,30.00000,24214521,28544099,06.10.2016,20.02.2019
554 C,Vår Energi AS,30.00000,24214521,33360957,11.12.2018,20.02.2019
554 C,Equinor Energy AS,40.00000,24214521,32011216,17.05.2018,20.02.2019
554 D,Aker BP ASA,30.00000,30977837,28544099,,20.02.2019
554 D,Vår Energi AS,30.00000,30977837,33360957,11.12.2018,20.02.2019
554 D,Equinor Energy AS,40.00000,30977837,32011216,17.05.2018,20.02.2019
602,Wintershall Norge AS,10.00000,20428749,21666830,,20.02.2019
602,Petoro AS,20.00000,20428749,1626839,,20.02.2019
602,Equinor Energy AS,70.00000,20428749,32011216,17.05.2018,20.02.2019
608,Petoro AS,20.00000,20429159,1626839,17.05.2017,20.02.2019
608,Vår Energi AS,30.00000,20429159,33360957,11.12.2018,20.02.2019
608,Equinor Energy AS,50.00000,20429159,32011216,17.05.2018,20.02.2019
609,DEA Norge AS,30.00000,20429186,26309819,21.03.2015,20.02.2019
609,Idemitsu Petroleum Norge AS,30.00000,20429186,441,,20.02.2019
609,Lundin Norway AS,40.00000,20429186,2767314,,20.02.2019
609 B,Idemitsu Petroleum Norge AS,30.00000,21561445,441,,20.02.2019
609 B,DEA Norge AS,30.00000,21561445,26309819,21.03.2015,20.02.2019
609 B,Lundin Norway AS,40.00000,21561445,2767314,,20.02.2019
609 C,Lundin Norway AS,40.00000,28168677,2767314,,20.02.2019
609 C,DEA Norge AS,30.00000,28168677,26309819,,20.02.2019
609 C,Idemitsu Petroleum Norge AS,30.00000,28168677,441,,20.02.2019
614,Idemitsu Petroleum Norge AS,40.00000,20429507,441,,20.02.2019
614,Equinor Energy AS,60.00000,20429507,32011216,17.05.2018,20.02.2019
615,Petoro AS,20.00000,20429544,1626839,28.06.2016,20.02.2019
615,Equinor Energy AS,51.00000,20429544,32011216,04.12.2018,20.02.2019
615,OMV (Norge) AS,25.00000,20429544,4460594,,20.02.2019
615,Aker BP ASA,4.00000,20429544,28544099,,20.02.2019
615 B,Aker BP ASA,4.00000,23383672,28544099,,20.02.2019
615 B,OMV (Norge) AS,25.00000,23383672,4460594,,20.02.2019
615 B,Equinor Energy AS,51.00000,23383672,32011216,04.12.2018,20.02.2019
615 B,Petoro AS,20.00000,23383672,1626839,,20.02.2019
617,MOL Norge AS,70.00000,21561629,26464449,25.05.2018,20.02.2019
617,OMV (Norge) AS,30.00000,21561629,4460594,,20.02.2019
626,ConocoPhillips Skandinavia AS,30.00000,21560418,2410696,07.02.2017,20.02.2019
626,Aker BP ASA,60.00000,21560418,28544099,15.05.2018,20.02.2019
626,MOL Norge AS,10.00000,21560418,26464449,08.09.2015,20.02.2019
630,Equinor Energy AS,60.00000,21560745,32011216,17.05.2018,20.02.2019
630,Wellesley Petroleum AS,40.00000,21560745,26464257,,20.02.2019
630 BS,Wellesley Petroleum AS,40.00000,28941890,26464257,,20.02.2019
630 BS,Equinor Energy AS,60.00000,28941890,32011216,17.05.2018,20.02.2019
636,Neptune Energy Norge AS,30.00000,21561151,31123361,08.02.2019,20.02.2019
636,Wellesley Petroleum AS,20.00000,21561151,26464257,08.02.2019,20.02.2019
636,Pandion Energy AS,20.00000,21561151,29028767,08.02.2019,20.02.2019
636,Idemitsu Petroleum Norge AS,30.00000,21561151,441,08.02.2019,20.02.2019
644,Equinor Energy AS,40.00000,21559648,32011216,05.09.2018,20.02.2019
644,Faroe Petroleum Norge AS,20.00000,21559648,4062883,05.09.2018,20.02.2019
644,Spirit Energy Norway AS,10.00000,21559648,33342085,06.12.2018,20.02.2019
644,OMV (Norge) AS,30.00000,21559648,4460594,05.09.2018,20.02.2019
644 B,Equinor Energy AS,40.00000,27434494,32011216,04.09.2018,20.02.2019
644 B,Faroe Petroleum Norge AS,20.00000,27434494,4062883,,20.02.2019
644 B,Spirit Energy Norway AS,10.00000,27434494,33342085,06.12.2018,20.02.2019
644 B,OMV (Norge) AS,30.00000,27434494,4460594,,20.02.2019
659,Lundin Norway AS,20.00000,21558636,2767314,,20.02.2019
659,Petoro AS,30.00000,21558636,1626839,,20.02.2019
659,Aker BP ASA,50.00000,21558636,28544099,07.02.2017,20.02.2019
682,Petoro AS,20.00000,22816685,1626839,,20.02.2019
682,Capricorn Norge AS,30.00000,22816685,23297570,03.12.2016,20.02.2019
682,Wellesley Petroleum AS,20.00000,22816685,26464257,06.07.2017,20.02.2019
682,Spirit Energy Norway AS,30.00000,22816685,33342085,06.12.2018,20.02.2019
685,Petoro AS,20.00000,22820468,1626839,,20.02.2019
685,Wellesley Petroleum AS,40.00000,22820468,26464257,04.12.2018,20.02.2019
685,Aker BP ASA,40.00000,22820468,28544099,,20.02.2019
688,A/S Norske Shell,50.00000,22820588,562,07.09.2016,20.02.2019
688,DEA Norge AS,50.00000,22820588,26309819,28.05.2016,20.02.2019
695,Petoro AS,20.00000,22820851,1626839,,20.02.2019
695,Equinor Energy AS,40.00000,22820851,32011216,17.05.2018,20.02.2019
695,Lundin Norway AS,40.00000,22820851,2767314,,20.02.2019
697,Vår Energi AS,70.00000,22821005,33360957,11.12.2018,20.02.2019
697,Concedo ASA,10.00000,22821005,4460794,,20.02.2019
697,Edison Norge AS,20.00000,22821005,25612292,,20.02.2019
719,Aker BP ASA,20.00000,23383852,28544099,,20.02.2019
719,Spirit Energy Norway AS,50.00000,23383852,33342085,06.12.2018,20.02.2019
719,LUKOIL Overseas North Shelf AS,30.00000,23383852,22513176,,20.02.2019
721,Wintershall Norge AS,20.00000,23383872,21666830,05.07.2013,20.02.2019
721,DEA Norge AS,40.00000,23383872,26309819,21.03.2015,20.02.2019
721,Aker BP ASA,40.00000,23383872,28544099,03.03.2017,20.02.2019
722,Capricorn Norge AS,15.00000,23383882,23297570,,20.02.2019
722,Lundin Norway AS,20.00000,23383882,2767314,,20.02.2019
722,Aker BP ASA,20.00000,23383882,28544099,06.10.2016,20.02.2019
722,Equinor Energy AS,45.00000,23383882,32011216,17.05.2018,20.02.2019
740,Vår Energi AS,50.00000,24214205,33360957,11.12.2018,20.02.2019
740,Faroe Petroleum Norge AS,50.00000,24214205,4062883,10.04.2014,20.02.2019
740 B,Vår Energi AS,50.00000,28941829,33360957,11.12.2018,20.02.2019
740 B,Faroe Petroleum Norge AS,50.00000,28941829,4062883,,20.02.2019
740 C,Vår Energi AS,50.00000,30977811,33360957,11.12.2018,20.02.2019
740 C,Faroe Petroleum Norge AS,50.00000,30977811,4062883,,20.02.2019
746 S,Pandion Energy AS,30.00000,24214311,29028767,29.06.2017,20.02.2019
746 S,Concedo ASA,30.00000,24214311,4460794,10.04.2014,20.02.2019
746 S,Vår Energi AS,40.00000,24214311,33360957,11.12.2018,20.02.2019
748,Capricorn Norge AS,20.00000,24214343,23297570,10.04.2014,20.02.2019
748,Aker BP ASA,50.00000,24214343,28544099,06.10.2016,20.02.2019
748,MOL Norge AS,10.00000,24214343,26464449,,20.02.2019
748,Wellesley Petroleum AS,20.00000,24214343,26464257,,20.02.2019
748 B,MOL Norge AS,10.00000,28941910,26464449,,20.02.2019
748 B,Wellesley Petroleum AS,20.00000,28941910,26464257,,20.02.2019
748 B,Capricorn Norge AS,20.00000,28941910,23297570,,20.02.2019
748 B,Aker BP ASA,50.00000,28941910,28544099,,20.02.2019
749,Petoro AS,20.00000,24214671,1626839,10.04.2014,20.02.2019
749,Neptune Energy Norge AS,20.00000,24214671,31123361,08.12.2018,20.02.2019
749,Faroe Petroleum Norge AS,20.00000,24214671,4062883,10.04.2014,20.02.2019
749,Spirit Energy Norway AS,40.00000,24214671,33342085,06.12.2018,20.02.2019
751,Petoro AS,20.00000,24214705,1626839,10.04.2014,20.02.2019
751,Equinor Energy AS,80.00000,24214705,32011216,17.05.2018,20.02.2019
758,Skagen44 AS,30.00000,24214824,4510260,10.04.2014,20.02.2019
758,Capricorn Norge AS,50.00000,24214824,23297570,03.02.2018,20.02.2019
758,Lundin Norway AS,20.00000,24214824,2767314,03.02.2018,20.02.2019
762,Petoro AS,20.00000,24214890,1626839,10.04.2014,20.02.2019
762,Aker BP ASA,20.00000,24214890,28544099,06.10.2016,20.02.2019
762,Equinor Energy AS,60.00000,24214890,32011216,04.07.2018,20.02.2019
764,Total E&P Norge AS,40.00000,24214943,2410708,23.05.2018,20.02.2019
764,Spirit Energy Norway AS,20.00000,24214943,33342085,06.12.2018,20.02.2019
764,Lundin Norway AS,40.00000,24214943,2767314,10.04.2014,20.02.2019
767,INPEX Norge AS,40.00000,24214996,25156692,01.12.2017,20.02.2019
767,Lundin Norway AS,50.00000,24214996,2767314,04.12.2018,20.02.2019
767,DNO Norge AS,10.00000,24214996,29468270,,20.02.2019
768,Equinor Energy AS,15.00000,24215011,32011216,,20.02.2019
768,Petoro AS,20.00000,24215011,1626839,10.04.2014,20.02.2019
768,Concedo ASA,10.00000,24215011,4460794,28.12.2018,20.02.2019
768,OMV (Norge) AS,25.00000,24215011,4460594,10.04.2014,20.02.2019
768,Wintershall Norge AS,30.00000,24215011,21666830,10.04.2014,20.02.2019
768 B,Petoro AS,20.00000,27434599,1626839,,20.02.2019
768 B,OMV (Norge) AS,25.00000,27434599,4460594,,20.02.2019
768 B,Concedo ASA,10.00000,27434599,4460794,28.12.2018,20.02.2019
768 B,Wintershall Norge AS,30.00000,27434599,21666830,,20.02.2019
768 B,Equinor Energy AS,15.00000,27434599,32011216,,20.02.2019
771,OMV (Norge) AS,30.00000,25609756,4460594,,20.02.2019
771,MOL Norge AS,70.00000,25609756,26464449,07.06.2018,20.02.2019
775,Petoro AS,20.00000,25609931,1626839,,20.02.2019
775,Vår Energi AS,20.00000,25609931,33360957,11.12.2018,20.02.2019
775,Concedo ASA,20.00000,25609931,4460794,,20.02.2019
775,ConocoPhillips Skandinavia AS,40.00000,25609931,2410696,07.02.2017,20.02.2019
775 B,Vår Energi AS,20.00000,30977613,33360957,11.12.2018,20.02.2019
