prlName,prlLicensingActivityName,prlMainArea,prlStatus,prlStratigraphical,prlDateGranted,prlDateValidTo,prlOriginalArea,prlCurrentArea,prlPhaseCurrent,prlNpdidLicence,prlFactPageUrl,prlFactMapUrl,prlDateUpdated,prlDateUpdatedMax,DatesyncNPD
001,1-A,North sea,ACTIVE,YES OR PARTLY,01.09.1965,01.03.2030,2145.855,100.779,PRODUCTION EXTENDED,20756,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=20756,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=20756,11.12.2018,11.12.2018,20.02.2019
001 B,1-A,North sea,ACTIVE,NO,15.12.1999,31.12.2036,214.180,48.128,PRODUCTION EXTENDED,917266,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=917266,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=917266,08.12.2018,06.02.2019,20.02.2019
001 CS,1-A,North sea,ACTIVE,YES OR PARTLY,29.09.2017,01.03.2030,17.681,17.681,PRODUCTION,29852542,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=29852542,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=29852542,10.03.2018,10.03.2018,20.02.2019
001 P,1-A,North sea,INACTIVE,NO,19.01.1994,14.12.1999,214.180,0.000,,20764,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=20764,,30.03.2017,30.03.2017,20.02.2019
002,1-A,North sea,INACTIVE,NO,01.09.1965,01.09.1977,2172.688,0.000,,20772,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=20772,,10.03.2018,10.03.2018,20.02.2019
003,1-A,North sea,INACTIVE,NO,01.09.1965,01.09.1977,2218.308,0.000,,20780,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=20780,,10.03.2018,10.03.2018,20.02.2019
004,1-A,North sea,INACTIVE,NO,01.09.1965,31.08.1971,970.291,0.000,,20788,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=20788,,10.03.2018,10.03.2018,20.02.2019
005,1-A,North sea,INACTIVE,NO,01.09.1965,31.08.1971,1659.956,0.000,,20796,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=20796,,10.03.2018,10.03.2018,20.02.2019
006,1-A,North sea,ACTIVE,NO,01.09.1965,31.12.2028,2278.556,37.960,PRODUCTION EXTENDED,20804,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=20804,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=20804,24.06.2016,24.06.2016,20.02.2019
006 B,1-A,North sea,ACTIVE,NO,09.10.2000,31.12.2028,128.282,128.282,PRODUCTION,1333048,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=1333048,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=1333048,04.01.2018,09.01.2018,20.02.2019
006 C,1-A,North sea,ACTIVE,NO,09.10.2000,31.12.2028,678.000,93.197,PRODUCTION,1333089,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=1333089,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=1333089,30.03.2017,06.03.2018,20.02.2019
006 D,TFO2007,North sea,INACTIVE,NO,29.02.2008,29.08.2011,46.622,0.000,,4909688,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4909688,,01.08.2016,07.09.2017,20.02.2019
006 E,TFO2017,North sea,ACTIVE,NO,02.03.2018,11.02.2028,3.798,3.798,PRODUCTION,30977683,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=30977683,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=30977683,22.03.2018,22.03.2018,20.02.2019
007,1-A,North sea,INACTIVE,NO,01.09.1965,01.09.1990,2153.548,0.000,,20812,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=20812,,10.03.2018,10.03.2018,20.02.2019
008,1-A,North sea,INACTIVE,NO,01.09.1965,31.12.2002,2214.404,0.000,,20820,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=20820,,29.04.2016,29.04.2016,20.02.2019
009,1-A,North sea,INACTIVE,NO,01.09.1965,01.01.1999,2233.446,0.000,,20828,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=20828,,10.03.2018,10.03.2018,20.02.2019
010,1-A,North sea,INACTIVE,NO,01.09.1965,01.09.1979,2172.621,0.000,,20836,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=20836,,10.03.2018,10.03.2018,20.02.2019
011,1-A,North sea,INACTIVE,NO,01.09.1965,31.12.1999,1681.660,0.000,,20844,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=20844,,29.04.2016,29.04.2016,20.02.2019
012,1-A,North sea,INACTIVE,NO,01.09.1965,01.09.1971,1678.863,0.000,,20852,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=20852,,10.03.2018,10.03.2018,20.02.2019
013,1-A,North sea,INACTIVE,NO,01.09.1965,01.09.1978,1667.530,0.000,,20860,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=20860,,10.03.2018,10.03.2018,20.02.2019
014,1-A,North sea,INACTIVE,NO,01.09.1965,01.09.1977,2256.058,0.000,,20868,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=20868,,10.03.2018,10.03.2018,20.02.2019
015,1-A,North sea,INACTIVE,NO,01.09.1965,01.09.1977,2237.217,0.000,,20876,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=20876,,10.03.2018,10.03.2018,20.02.2019
016,1-A,North sea,INACTIVE,NO,01.09.1965,31.12.1994,2203.126,0.000,,20884,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=20884,,10.03.2018,10.03.2018,20.02.2019
017,1-A,North sea,INACTIVE,NO,01.09.1965,31.12.1991,1682.634,0.000,,20892,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=20892,,10.03.2018,10.03.2018,20.02.2019
018,1-A,North sea,ACTIVE,NO,01.09.1965,31.12.2028,1752.704,851.767,PRODUCTION EXTENDED,20900,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=20900,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=20900,11.12.2018,11.12.2018,20.02.2019
018 B,Awarded additionally to round 1-A,North sea,ACTIVE,NO,25.08.1995,31.12.2028,102.503,55.050,PRODUCTION,20908,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=20908,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=20908,11.12.2018,11.12.2018,20.02.2019
018 C,1-A,North sea,ACTIVE,YES OR PARTLY,20.12.2002,31.12.2028,24.028,24.028,PRODUCTION,2246113,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=2246113,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=2246113,15.01.2019,15.01.2019,20.02.2019
018 DS,1-A,North sea,INACTIVE,YES OR PARTLY,29.11.2011,01.01.2019,24.028,0.000,,21139552,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21139552,,03.01.2019,04.01.2019,20.02.2019
019,1-A,North sea,ACTIVE,NO,01.09.1965,01.01.2029,1686.393,101.217,PRODUCTION EXTENDED,20916,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=20916,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=20916,15.01.2019,15.01.2019,20.02.2019
019 B,1-A,North sea,ACTIVE,NO,12.09.1977,01.09.2019,617.890,54.663,PRODUCTION EXTENDED,20924,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=20924,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=20924,15.01.2019,15.01.2019,20.02.2019
019 C,1-A,North sea,ACTIVE,NO,14.09.1998,01.09.2023,323.219,31.496,PRODUCTION EXTENDED,47992,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=47992,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=47992,15.01.2019,15.01.2019,20.02.2019
019 D,1-A,North sea,INACTIVE,NO,16.01.2009,01.01.2016,12.291,0.000,,5488531,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=5488531,,30.03.2017,07.04.2017,20.02.2019
019 E,TFO2017,North sea,ACTIVE,NO,02.03.2018,01.01.2029,5.622,5.622,PRODUCTION,30978084,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=30978084,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=30978084,15.01.2019,15.01.2019,20.02.2019
020,1-A,North sea,INACTIVE,NO,01.09.1965,31.12.1987,1656.119,0.000,,20932,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=20932,,10.03.2018,10.03.2018,20.02.2019
021,1-A,North sea,INACTIVE,NO,01.09.1965,01.09.1973,1120.499,0.000,,20940,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=20940,,10.03.2018,10.03.2018,20.02.2019
022,1-A,North sea,INACTIVE,NO,07.12.1965,31.12.1986,2263.565,0.000,,20948,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=20948,,10.03.2018,10.03.2018,20.02.2019
023,2-A,North sea,INACTIVE,NO,23.05.1969,23.05.1985,341.158,0.000,,20956,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=20956,,10.03.2018,10.03.2018,20.02.2019
024,2-A,North sea,INACTIVE,NO,23.05.1969,31.12.2014,446.965,0.000,,20964,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=20964,,29.04.2016,29.04.2016,20.02.2019
025,2-A,North sea,ACTIVE,NO,23.05.1969,31.12.2028,535.510,267.852,PRODUCTION EXTENDED,34512,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=34512,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=34512,17.05.2018,18.05.2018,20.02.2019
025 B,TFO2014,North sea,INACTIVE,NO,06.02.2015,06.02.2017,23.144,0.000,,26216467,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=26216467,,28.03.2017,07.09.2017,20.02.2019
026,2-A,North sea,ACTIVE,NO,23.05.1969,23.05.2025,520.058,29.542,PRODUCTION EXTENDED,20980,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=20980,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=20980,08.12.2018,09.12.2018,20.02.2019
026 B,2-A,North sea,ACTIVE,NO,10.06.2013,23.05.2025,17.356,17.356,PRODUCTION,23433796,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=23433796,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=23433796,17.05.2017,17.05.2017,20.02.2019
027,2-A,North sea,ACTIVE,YES OR PARTLY,23.05.1969,01.03.2030,527.805,100.561,PRODUCTION EXTENDED,20988,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=20988,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=20988,11.12.2018,11.12.2018,20.02.2019
027 B,2-A,North sea,ACTIVE,YES OR PARTLY,15.12.1999,01.03.2021,159.883,14.043,PRODUCTION EXTENDED,917344,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=917344,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=917344,11.12.2018,11.12.2018,20.02.2019
027 C,2-A,North sea,ACTIVE,NO,09.10.2000,01.03.2030,3.524,3.524,PRODUCTION,1333301,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=1333301,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=1333301,11.12.2018,11.12.2018,20.02.2019
027 D,2-A,North sea,ACTIVE,YES OR PARTLY,07.12.2007,01.03.2021,85.287,8.793,PRODUCTION EXTENDED,4943160,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4943160,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=4943160,30.03.2017,30.03.2017,20.02.2019
027 ES,2-A,North sea,INACTIVE,YES OR PARTLY,30.08.2013,23.05.2015,58.056,0.000,,23815371,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=23815371,,10.03.2018,10.03.2018,20.02.2019
027 FS,2-A,North sea,ACTIVE,YES OR PARTLY,29.09.2017,01.03.2030,17.645,17.645,PRODUCTION,29852666,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=29852666,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=29852666,10.03.2018,10.03.2018,20.02.2019
027 GS,2-A,North sea,ACTIVE,YES OR PARTLY,06.02.2018,01.03.2021,10.533,10.533,PRODUCTION,31166668,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=31166668,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=31166668,11.12.2018,11.12.2018,20.02.2019
027 P,Awarded additionally to round 2-A,North sea,INACTIVE,NO,19.01.1994,14.12.1999,159.883,0.000,,20996,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=20996,,10.03.2018,10.03.2018,20.02.2019
028,2-A,North sea,ACTIVE,YES OR PARTLY,23.05.1969,01.03.2030,531.663,24.773,PRODUCTION EXTENDED,21004,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21004,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=21004,11.12.2018,11.12.2018,20.02.2019
028 B,2-A,North sea,ACTIVE,NO,15.12.1999,31.12.2036,221.649,30.210,PRODUCTION EXTENDED,917484,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=917484,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=917484,08.12.2018,06.02.2019,20.02.2019
028 C,2-A,North sea,ACTIVE,NO,09.10.2000,01.03.2030,17.739,17.739,PRODUCTION,1333344,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=1333344,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=1333344,17.05.2018,18.05.2018,20.02.2019
028 P,2-A,North sea,INACTIVE,NO,19.01.1994,14.12.1999,221.649,0.000,,21012,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21012,,10.03.2018,10.03.2018,20.02.2019
028 S,2-A,North sea,ACTIVE,YES OR PARTLY,13.11.2009,01.03.2030,24.773,24.773,PRODUCTION,18054740,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=18054740,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=18054740,11.12.2018,11.12.2018,20.02.2019
029,2-A,North sea,ACTIVE,NO,23.05.1969,31.12.2028,539.346,27.039,PRODUCTION EXTENDED,21020,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21020,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=21020,03.01.2017,07.04.2017,20.02.2019
029 B,2-A,North sea,ACTIVE,NO,11.05.2001,31.12.2032,213.000,34.150,PRODUCTION EXTENDED,1626782,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=1626782,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=1626782,17.05.2018,18.05.2018,20.02.2019
029 C,2-A,North sea,ACTIVE,NO,17.10.2012,31.12.2032,21.163,21.163,PRODUCTION,22493034,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=22493034,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=22493034,31.01.2018,01.02.2018,20.02.2019
030,2-A,North sea,INACTIVE,NO,23.05.1969,31.12.1995,464.254,0.000,,21028,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21028,,29.04.2016,29.04.2016,20.02.2019
031,2-A,North sea,INACTIVE,NO,23.05.1969,31.12.1999,201.075,0.000,,21036,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21036,,29.04.2016,29.04.2016,20.02.2019
032,2-A,North sea,INACTIVE,NO,30.05.1969,31.12.1999,538.404,0.000,,21044,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21044,,29.04.2016,29.04.2016,20.02.2019
033,2-A,North sea,ACTIVE,NO,30.05.1969,31.12.2021,207.879,55.281,PRODUCTION EXTENDED,21052,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21052,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=21052,04.01.2018,04.01.2018,20.02.2019
033 B,2-A,North sea,ACTIVE,NO,04.05.2001,31.12.2028,47.955,47.955,PRODUCTION,1622353,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=1622353,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=1622353,04.01.2018,04.01.2018,20.02.2019
034,2-A,North sea,ACTIVE,NO,14.11.1969,14.11.2020,508.360,11.898,PRODUCTION EXTENDED,21060,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21060,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=21060,17.05.2018,18.05.2018,20.02.2019
035,2-A,North sea,ACTIVE,NO,14.11.1969,14.11.2022,516.169,132.315,PRODUCTION EXTENDED,21068,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21068,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=21068,17.05.2018,18.05.2018,20.02.2019
035 B,2-A,North sea,INACTIVE,NO,26.11.2008,06.01.2016,25.881,0.000,,5105684,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=5105684,,07.04.2017,07.04.2017,20.02.2019
035 C,TFO2011,North sea,ACTIVE,NO,03.02.2012,14.11.2022,13.662,13.662,PRODUCTION,21559372,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21559372,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=21559372,17.05.2018,18.05.2018,20.02.2019
036,2-A,North sea,ACTIVE,YES OR PARTLY,11.06.1971,11.06.2021,523.937,27.874,PRODUCTION EXTENDED,21076,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21076,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=21076,08.12.2018,06.02.2019,20.02.2019
036 BS,2-A,North sea,ACTIVE,YES OR PARTLY,13.10.2003,11.06.2021,110.164,27.986,PRODUCTION,2473189,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=2473189,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=2473189,08.12.2018,06.02.2019,20.02.2019
036 C,2-A,North sea,ACTIVE,NO,13.10.2003,11.06.2021,26.215,26.215,PRODUCTION,2473241,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=2473241,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=2473241,30.03.2017,30.03.2017,20.02.2019
036 D,2-A,North sea,ACTIVE,NO,17.10.2008,11.06.2021,19.191,19.191,PRODUCTION,5081703,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=5081703,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=5081703,17.05.2018,17.05.2018,20.02.2019
036 E,2-A,North sea,ACTIVE,NO,19.05.2017,11.06.2021,8.739,8.739,PRODUCTION,29468067,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=29468067,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=29468067,08.12.2018,09.12.2018,20.02.2019
037,Awarded additionally to round 2-A,North sea,ACTIVE,NO,10.08.1973,10.08.2026,586.834,176.372,PRODUCTION EXTENDED,21084,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21084,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=21084,08.12.2018,06.02.2019,20.02.2019
037 B,Awarded additionally to round 2-A,North sea,ACTIVE,NO,14.09.1998,30.06.2036,9.199,9.199,PRODUCTION EXTENDED,48081,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=48081,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=48081,17.05.2018,18.05.2018,20.02.2019
037 C,Awarded additionally to round 2-A,North sea,INACTIVE,NO,14.01.2000,31.12.2017,9.724,0.000,,853671,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=853671,,03.01.2018,04.01.2018,20.02.2019
037 D,Awarded additionally to round 2-A,North sea,INACTIVE,NO,08.06.2004,31.12.2016,12.397,0.000,,2787322,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=2787322,,30.03.2017,30.03.2017,20.02.2019
037 E,Awarded additionally to round 2-A,North sea,ACTIVE,NO,10.12.2004,30.06.2036,2.504,2.504,PRODUCTION EXTENDED,3000656,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3000656,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=3000656,17.05.2018,18.05.2018,20.02.2019
037 F,TFO2012,North sea,INACTIVE,NO,08.02.2013,05.12.2014,8.249,0.000,,22813049,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=22813049,,01.08.2016,07.09.2017,20.02.2019
038,3,North sea,INACTIVE,NO,01.04.1975,31.12.2018,442.226,0.000,,21092,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21092,,10.01.2019,11.01.2019,20.02.2019
038 B,NST2002,North sea,INACTIVE,NO,11.04.2003,11.04.2006,5.573,0.000,,2407278,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=2407278,,01.08.2016,01.08.2016,20.02.2019
038 C,3,North sea,ACTIVE,NO,15.06.2006,01.04.2021,25.584,10.968,PRODUCTION,4005057,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4005057,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=4005057,15.01.2019,15.01.2019,20.02.2019
038 D,3,North sea,ACTIVE,NO,15.05.2009,01.04.2021,32.728,32.728,PRODUCTION,5500999,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=5500999,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=5500999,24.11.2018,24.11.2018,20.02.2019
038 E,TFO2013,North sea,INACTIVE,NO,07.02.2014,07.02.2016,8.666,0.000,,24214362,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=24214362,,01.08.2016,07.09.2017,20.02.2019
039,3,North sea,INACTIVE,NO,01.04.1975,01.04.1983,375.257,0.000,,21100,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21100,,10.03.2018,10.03.2018,20.02.2019
040,3,North sea,ACTIVE,NO,01.04.1975,31.12.2027,534.405,40.994,PRODUCTION EXTENDED,21108,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21108,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=21108,17.05.2018,18.05.2018,20.02.2019
041,3,North sea,INACTIVE,NO,01.06.1975,01.01.1989,488.659,0.000,,21116,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21116,,10.03.2018,10.03.2018,20.02.2019
042,3,North sea,INACTIVE,NO,01.04.1975,01.04.1980,488.659,0.000,,21124,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21124,,10.03.2018,10.03.2018,20.02.2019
043,3,North sea,ACTIVE,NO,06.08.1976,31.12.2027,604.558,49.005,PRODUCTION EXTENDED,21132,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21132,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=21132,17.05.2018,18.05.2018,20.02.2019
043 BS,TFO2005,North sea,ACTIVE,YES OR PARTLY,06.01.2006,31.12.2027,17.309,17.309,PRODUCTION EXTENDED,3811810,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3811810,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=3811810,22.11.2018,22.11.2018,20.02.2019
043 CS,TFO2005,North sea,ACTIVE,YES OR PARTLY,12.05.2010,31.12.2027,1.607,1.607,PRODUCTION,18116800,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=18116800,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=18116800,14.11.2018,14.11.2018,20.02.2019
043 DS,3,North sea,ACTIVE,YES OR PARTLY,12.05.2010,31.12.2027,1.276,1.276,PRODUCTION,18116829,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=18116829,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=18116829,10.03.2018,10.03.2018,20.02.2019
043 ES,TFO2017,North sea,ACTIVE,YES OR PARTLY,02.03.2018,02.03.2021,17.309,17.309,INITIAL,30977735,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=30977735,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=30977735,16.11.2018,16.11.2018,20.02.2019
044,3,North sea,ACTIVE,NO,27.08.1976,31.12.2028,193.076,81.534,PRODUCTION EXTENDED,21140,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21140,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=21140,04.01.2019,04.01.2019,20.02.2019
