prlName,prlLicensingActivityName,prlMainArea,prlStatus,prlStratigraphical,prlDateGranted,prlDateValidTo,prlOriginalArea,prlCurrentArea,prlPhaseCurrent,prlNpdidLicence,prlFactPageUrl,prlFactMapUrl,prlDateUpdated,prlDateUpdatedMax,DatesyncNPD
360,TFO2005,North sea,INACTIVE,NO,06.01.2006,23.05.2014,1561.802,0.000,,3810387,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3810387,,29.04.2016,07.09.2017,20.02.2019
360 B,TFO2010,North sea,INACTIVE,NO,04.02.2011,28.09.2013,81.819,0.000,,20107847,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=20107847,,01.08.2016,07.09.2017,20.02.2019
361,TFO2005,North sea,INACTIVE,NO,06.01.2006,06.04.2009,1619.932,0.000,,3810510,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3810510,,29.04.2016,07.09.2017,20.02.2019
362,TFO2005,North sea,INACTIVE,NO,06.01.2006,06.12.2015,102.074,0.000,,3810565,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3810565,,07.04.2017,07.09.2017,20.02.2019
363,TFO2005,North sea,INACTIVE,NO,06.01.2006,06.01.2011,167.941,0.000,,3810598,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3810598,,29.04.2016,07.09.2017,20.02.2019
364,TFO2005,North sea,ACTIVE,NO,06.01.2006,06.01.2019,104.386,32.204,,3810636,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3810636,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=3810636,06.01.2019,06.01.2019,20.02.2019
365,TFO2005,North sea,INACTIVE,NO,06.01.2006,18.12.2007,181.608,0.000,,3810693,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3810693,,29.04.2016,07.09.2017,20.02.2019
366,TFO2005,North sea,INACTIVE,NO,06.01.2006,05.02.2008,442.884,0.000,,3810756,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3810756,,29.04.2016,07.09.2017,20.02.2019
367 S,TFO2005,North sea,INACTIVE,YES OR PARTLY,06.01.2006,18.12.2007,244.365,0.000,,3810797,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3810797,,29.04.2016,07.09.2017,20.02.2019
368,TFO2005,North sea,INACTIVE,NO,06.01.2006,06.07.2007,18.560,0.000,,3810851,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3810851,,29.04.2016,07.09.2017,20.02.2019
369,TFO2005,North sea,INACTIVE,NO,06.01.2006,06.01.2011,1043.128,0.000,,3810875,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3810875,,29.04.2016,07.09.2017,20.02.2019
370,TFO2005,North sea,INACTIVE,NO,06.01.2006,06.07.2013,216.403,0.000,,3810959,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3810959,,20.02.2019,20.02.2019,20.02.2019
370 B,TFO2010,North sea,INACTIVE,NO,04.02.2011,06.07.2013,29.555,0.000,,20108642,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=20108642,,20.02.2019,20.02.2019,20.02.2019
371 S,TFO2005,North sea,INACTIVE,YES OR PARTLY,06.01.2006,06.04.2009,1504.100,0.000,,3810996,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3810996,,29.04.2016,07.09.2017,20.02.2019
372 BS,19,Norwegian sea,INACTIVE,YES OR PARTLY,28.04.2006,06.07.2009,64.819,0.000,,3987486,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3987486,,25.04.2018,25.04.2018,20.02.2019
372 S,TFO2005,North sea,INACTIVE,YES OR PARTLY,06.01.2006,06.07.2009,194.988,0.000,,3811092,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3811092,,25.04.2018,25.04.2018,20.02.2019
373 BS,TFO2014,North sea,INACTIVE,YES OR PARTLY,06.02.2015,06.02.2016,329.729,0.000,,25611784,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=25611784,,01.08.2016,09.03.2018,20.02.2019
373 S,TFO2005,North sea,ACTIVE,YES OR PARTLY,06.01.2006,06.01.2038,329.695,32.654,PRODUCTION,3811116,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3811116,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=3811116,04.01.2019,05.01.2019,20.02.2019
374 S,TFO2005,North sea,INACTIVE,YES OR PARTLY,06.01.2006,06.01.2014,559.499,0.000,,3811171,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3811171,,20.02.2019,20.02.2019,20.02.2019
375,TFO2005,North sea,ACTIVE,NO,06.01.2006,06.01.2041,285.521,59.042,PRODUCTION,3811214,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3811214,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=3811214,11.12.2018,11.12.2018,20.02.2019
375 B,TFO2010,North sea,INACTIVE,NO,04.02.2011,01.01.2016,151.081,0.000,,20108600,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=20108600,,01.08.2016,07.09.2017,20.02.2019
375 C,TFO2011,North sea,INACTIVE,NO,03.02.2012,01.01.2016,27.970,0.000,,21569065,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21569065,,01.08.2016,07.09.2017,20.02.2019
376,TFO2005,North sea,INACTIVE,NO,06.01.2006,06.01.2010,561.918,0.000,,3811255,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3811255,,29.04.2016,07.09.2017,20.02.2019
377 BS,TFO2010,North sea,INACTIVE,YES OR PARTLY,04.02.2011,06.07.2012,14.894,0.000,,20108534,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=20108534,,20.02.2019,20.02.2019,20.02.2019
377 S,TFO2005,North sea,INACTIVE,YES OR PARTLY,06.01.2006,06.07.2012,127.588,0.000,,3811290,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3811290,,20.02.2019,20.02.2019,20.02.2019
378,TFO2005,North sea,ACTIVE,NO,06.01.2006,06.01.2041,625.613,8.311,PRODUCTION,3811312,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3811312,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=3811312,21.11.2018,21.11.2018,20.02.2019
378 B,TFO2010,North sea,INACTIVE,NO,04.02.2011,10.01.2015,25.049,0.000,,20108440,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=20108440,,01.08.2016,07.09.2017,20.02.2019
378 C,TFO2005,North sea,INACTIVE,NO,09.12.2015,06.01.2016,139.864,0.000,,27160096,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=27160096,,10.03.2018,10.03.2018,20.02.2019
379,TFO2005,Norwegian sea,INACTIVE,NO,06.01.2006,05.01.2010,271.956,0.000,,3811357,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3811357,,29.04.2016,07.09.2017,20.02.2019
380,TFO2005,Norwegian sea,INACTIVE,NO,06.01.2006,06.01.2010,60.029,0.000,,3811381,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3811381,,29.04.2016,07.09.2017,20.02.2019
381,TFO2005,Norwegian sea,INACTIVE,NO,06.01.2006,06.02.2009,116.186,0.000,,3811409,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3811409,,29.04.2016,07.09.2017,20.02.2019
382,TFO2005,Norwegian sea,INACTIVE,NO,06.01.2006,06.04.2011,791.338,0.000,,3811444,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3811444,,29.04.2016,07.09.2017,20.02.2019
383,TFO2005,Norwegian sea,INACTIVE,NO,06.01.2006,06.07.2010,213.750,0.000,,3811499,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3811499,,29.04.2016,07.09.2017,20.02.2019
384,TFO2005,Norwegian sea,INACTIVE,NO,06.01.2006,01.04.2008,148.700,0.000,,3811564,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3811564,,29.04.2016,07.09.2017,20.02.2019
385,TFO2005,Norwegian sea,INACTIVE,NO,06.01.2006,06.09.2013,653.457,0.000,,3811602,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3811602,,29.04.2016,07.09.2017,20.02.2019
386,TFO2005,Norwegian sea,INACTIVE,NO,06.01.2006,06.04.2013,1062.048,0.000,,3811659,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3811659,,29.04.2016,07.09.2017,20.02.2019
387,19,Norwegian sea,INACTIVE,NO,28.04.2006,28.04.2009,1797.177,0.000,,3964986,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3964986,,25.04.2018,25.04.2018,20.02.2019
388,19,Norwegian sea,INACTIVE,NO,28.04.2006,28.10.2011,1390.055,0.000,,3965088,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3965088,,25.04.2018,25.04.2018,20.02.2019
389,19,Norwegian sea,INACTIVE,NO,28.04.2006,26.04.2010,331.643,0.000,,3965128,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3965128,,29.04.2016,29.04.2016,20.02.2019
390,19,Norwegian sea,INACTIVE,NO,28.04.2006,28.04.2011,1288.460,0.000,,3965152,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3965152,,29.04.2016,29.04.2016,20.02.2019
391,19,Norwegian sea,INACTIVE,NO,28.04.2006,28.01.2010,424.012,0.000,,3965194,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3965194,,29.04.2016,29.04.2016,20.02.2019
392,19,Norwegian sea,INACTIVE,NO,28.04.2006,28.04.2012,1654.813,0.000,,3965222,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3965222,,29.04.2016,29.04.2016,20.02.2019
393,19,Barents sea,ACTIVE,NO,28.04.2006,28.04.2040,525.316,112.798,PRODUCTION,3965277,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3965277,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=3965277,11.12.2018,11.12.2018,20.02.2019
393 B,Awarded additionally to round 19,Barents sea,INACTIVE,NO,10.09.2010,10.06.2015,73.461,0.000,,18404594,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=18404594,,01.08.2016,01.08.2016,20.02.2019
394,19,Barents sea,INACTIVE,NO,28.04.2006,05.02.2011,620.234,0.000,,3965323,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3965323,,29.04.2016,29.04.2016,20.02.2019
395,19,Barents sea,INACTIVE,NO,28.04.2006,28.04.2014,917.400,0.000,,3965360,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3965360,,29.04.2016,29.04.2016,20.02.2019
396,19,Barents sea,INACTIVE,NO,28.04.2006,28.10.2012,611.600,0.000,,3965404,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3965404,,29.04.2016,29.04.2016,20.02.2019
397,19,Barents sea,INACTIVE,NO,28.04.2006,18.02.2011,1852.068,0.000,,3965439,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3965439,,29.04.2016,29.04.2016,20.02.2019
398 S,TFO2006,North sea,INACTIVE,YES OR PARTLY,16.02.2007,16.02.2009,387.758,0.000,,4237177,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4237177,,29.04.2016,07.09.2017,20.02.2019
399,TFO2006,North sea,INACTIVE,NO,16.02.2007,16.02.2009,57.338,0.000,,4237147,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4237147,,29.04.2016,07.09.2017,20.02.2019
400,TFO2006,North sea,INACTIVE,NO,16.02.2007,16.02.2012,322.520,0.000,,4237242,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4237242,,29.04.2016,07.09.2017,20.02.2019
401,TFO2006,North sea,INACTIVE,NO,16.02.2007,16.12.2009,289.516,0.000,,4237219,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4237219,,29.04.2016,07.09.2017,20.02.2019
402,TFO2006,North sea,INACTIVE,NO,16.02.2007,02.07.2013,1413.637,0.000,,4237193,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4237193,,29.04.2016,07.09.2017,20.02.2019
402 B,TFO2008,North sea,INACTIVE,NO,23.01.2009,02.07.2013,28.182,0.000,,5107780,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=5107780,,01.08.2016,07.09.2017,20.02.2019
403,TFO2006,North sea,INACTIVE,NO,16.02.2007,16.02.2008,244.950,0.000,,4237233,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4237233,,29.04.2016,07.09.2017,20.02.2019
404,TFO2006,North sea,INACTIVE,NO,16.02.2007,16.08.2012,1698.719,0.000,,4237207,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4237207,,29.04.2016,07.09.2017,20.02.2019
405,TFO2006,North sea,ACTIVE,NO,16.02.2007,01.12.2036,624.729,71.230,PRODUCTION,4237284,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4237284,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=4237284,15.01.2019,06.02.2019,20.02.2019
405 B,TFO2007,North sea,INACTIVE,NO,29.02.2008,14.02.2015,20.643,0.000,,4918473,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4918473,,01.08.2016,07.09.2017,20.02.2019
406,TFO2006,North sea,INACTIVE,NO,16.02.2007,16.08.2016,904.263,0.000,,4237318,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4237318,,04.11.2016,07.09.2017,20.02.2019
407,TFO2006,North sea,INACTIVE,NO,16.02.2007,16.02.2017,735.261,0.000,,4237300,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4237300,,17.02.2017,07.09.2017,20.02.2019
408,TFO2006,North sea,INACTIVE,NO,16.02.2007,31.12.2010,138.752,0.000,,4237444,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4237444,,29.04.2016,07.09.2017,20.02.2019
409,TFO2006,North sea,INACTIVE,NO,16.02.2007,16.02.2014,407.283,0.000,,4237470,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4237470,,29.04.2016,07.09.2017,20.02.2019
410,TFO2006,North sea,INACTIVE,NO,16.02.2007,16.02.2017,244.381,0.000,,4237458,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4237458,,24.05.2017,07.09.2017,20.02.2019
411,TFO2006,North sea,INACTIVE,NO,16.02.2007,16.05.2012,1776.912,0.000,,4237252,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4237252,,29.04.2016,07.09.2017,20.02.2019
412,TFO2006,North sea,INACTIVE,NO,16.02.2007,17.02.2011,1005.104,0.000,,4237612,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4237612,,29.04.2016,07.09.2017,20.02.2019
413,TFO2006,North sea,INACTIVE,NO,16.02.2007,16.08.2010,188.161,0.000,,4237482,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4237482,,29.04.2016,07.09.2017,20.02.2019
414,TFO2006,North sea,INACTIVE,NO,16.02.2007,16.02.2014,571.846,0.000,,4237582,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4237582,,29.04.2016,07.09.2017,20.02.2019
414 B,TFO2011,North sea,INACTIVE,NO,03.02.2012,16.02.2014,51.268,0.000,,21569107,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21569107,,01.08.2016,07.09.2017,20.02.2019
415,TFO2006,North sea,INACTIVE,NO,16.02.2007,16.02.2009,271.891,0.000,,4237498,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4237498,,29.04.2016,07.09.2017,20.02.2019
416,TFO2006,North sea,INACTIVE,NO,16.02.2007,16.02.2012,512.269,0.000,,4237675,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4237675,,29.04.2016,07.09.2017,20.02.2019
417,TFO2006,North sea,INACTIVE,NO,16.02.2007,16.02.2010,768.301,0.000,,4237645,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4237645,,29.04.2016,07.09.2017,20.02.2019
418,TFO2006,North sea,ACTIVE,NO,16.02.2007,16.02.2041,111.214,48.136,PRODUCTION,4238348,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4238348,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=4238348,08.12.2018,12.02.2019,20.02.2019
419,TFO2006,North sea,INACTIVE,NO,16.02.2007,17.02.2011,195.457,0.000,,4238530,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4238530,,29.04.2016,07.09.2017,20.02.2019
420,TFO2006,North sea,INACTIVE,NO,16.02.2007,16.02.2016,92.821,0.000,,4238409,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4238409,,30.06.2016,12.02.2019,20.02.2019
421,TFO2006,North sea,INACTIVE,NO,16.02.2007,16.02.2009,175.021,0.000,,4238186,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4238186,,29.04.2016,07.09.2017,20.02.2019
422 S,TFO2006,North sea,INACTIVE,YES OR PARTLY,16.02.2007,16.02.2009,221.674,0.000,,4237847,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4237847,,29.04.2016,07.09.2017,20.02.2019
423 BS,TFO2009,North sea,INACTIVE,YES OR PARTLY,19.02.2010,16.08.2011,55.555,0.000,,17654498,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=17654498,,01.08.2016,07.09.2017,20.02.2019
423 S,TFO2006,North sea,INACTIVE,YES OR PARTLY,16.02.2007,16.08.2011,679.846,0.000,,4237691,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4237691,,29.04.2016,07.09.2017,20.02.2019
424,TFO2006,North sea,INACTIVE,NO,16.02.2007,16.08.2009,695.253,0.000,,4237756,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4237756,,25.04.2018,25.04.2018,20.02.2019
425 S,TFO2006,North sea,INACTIVE,YES OR PARTLY,16.02.2007,16.02.2009,950.601,0.000,,4237783,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4237783,,25.04.2018,25.04.2018,20.02.2019
426,TFO2006,North sea,INACTIVE,NO,16.02.2007,16.08.2010,247.437,0.000,,4238116,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4238116,,29.04.2016,07.09.2017,20.02.2019
427 S,TFO2006,North sea,INACTIVE,YES OR PARTLY,16.02.2007,16.04.2009,483.249,0.000,,4237809,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4237809,,25.04.2018,25.04.2018,20.02.2019
428,TFO2006,Norwegian sea,INACTIVE,NO,16.02.2007,16.02.2009,65.645,0.000,,4238624,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4238624,,29.04.2016,07.09.2017,20.02.2019
429,TFO2006,Norwegian sea,INACTIVE,NO,16.02.2007,16.02.2012,456.260,0.000,,4238578,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4238578,,29.04.2016,07.09.2017,20.02.2019
430,TFO2006,Norwegian sea,INACTIVE,NO,16.02.2007,16.02.2009,70.876,0.000,,4238564,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4238564,,29.04.2016,07.09.2017,20.02.2019
431,TFO2006,Norwegian sea,INACTIVE,NO,16.02.2007,16.08.2012,238.168,0.000,,4238714,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4238714,,29.04.2016,07.09.2017,20.02.2019
432,TFO2006,Norwegian sea,INACTIVE,NO,16.02.2007,16.02.2010,415.040,0.000,,4238746,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4238746,,29.04.2016,07.09.2017,20.02.2019
432 B,TFO2008,Norwegian sea,INACTIVE,NO,23.01.2009,16.02.2010,81.623,0.000,,5107289,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=5107289,,01.08.2016,07.09.2017,20.02.2019
433,TFO2006,Norwegian sea,ACTIVE,NO,16.02.2007,16.02.2042,79.540,79.540,PRODUCTION,4238654,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4238654,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=4238654,08.12.2018,06.02.2019,20.02.2019
434,TFO2006,Norwegian sea,INACTIVE,NO,16.02.2007,16.02.2012,62.160,0.000,,4238730,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4238730,,29.04.2016,07.09.2017,20.02.2019
435,TFO2006,Norwegian sea,ACTIVE,NO,16.02.2007,03.10.2041,242.949,102.067,PRODUCTION,4238696,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4238696,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=4238696,03.01.2017,12.02.2019,20.02.2019
436,TFO2006,Norwegian sea,INACTIVE,NO,16.02.2007,16.02.2010,162.999,0.000,,4238670,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4238670,,29.04.2016,07.09.2017,20.02.2019
437,TFO2006,Norwegian sea,INACTIVE,NO,16.02.2007,16.02.2012,19.679,0.000,,4238776,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4238776,,29.04.2016,07.09.2017,20.02.2019
438,TFO2006,Barents sea,INACTIVE,NO,16.02.2007,16.02.2016,461.661,0.000,,4238812,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4238812,,29.04.2016,07.09.2017,20.02.2019
439,TFO2006,Barents sea,INACTIVE,NO,16.02.2007,16.12.2012,211.795,0.000,,4238830,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4238830,,29.04.2016,07.09.2017,20.02.2019
440 S,TFO2006,North sea,INACTIVE,YES OR PARTLY,15.06.2007,15.06.2013,387.758,0.000,,4237161,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4237161,,29.04.2016,07.09.2017,20.02.2019
441,TFO2006,North sea,INACTIVE,NO,15.06.2007,25.05.2008,416.456,0.000,,4237270,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4237270,,29.04.2016,07.09.2017,20.02.2019
442,TFO2006,North sea,ACTIVE,NO,15.06.2007,15.06.2027,284.264,90.190,PRODUCTION,4237510,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4237510,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=4237510,16.06.2017,14.09.2018,20.02.2019
442 B,TFO2016,North sea,ACTIVE,NO,10.02.2017,15.06.2017,41.686,41.686,,28941798,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=28941798,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=28941798,21.11.2018,21.11.2018,20.02.2019
443,TFO2006,North sea,INACTIVE,NO,15.06.2007,15.06.2010,128.041,0.000,,4237831,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4237831,,29.04.2016,07.09.2017,20.02.2019
444,TFO2006,North sea,INACTIVE,NO,15.06.2007,30.09.2010,244.163,0.000,,4237881,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4237881,,29.04.2016,07.09.2017,20.02.2019
445,TFO2006,North sea,INACTIVE,NO,15.06.2007,15.06.2009,297.279,0.000,,4237722,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4237722,,25.04.2018,25.04.2018,20.02.2019
446,TFO2006,Norwegian sea,INACTIVE,NO,15.06.2007,15.06.2009,169.263,0.000,,4238548,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4238548,,29.04.2016,07.09.2017,20.02.2019
447,TFO2006,Norwegian sea,INACTIVE,NO,15.06.2007,16.06.2011,249.049,0.000,,4238758,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4238758,,29.04.2016,07.09.2017,20.02.2019
448,TFO2006,Barents sea,ACTIVE,NO,15.06.2007,15.06.2047,288.034,97.414,PRODUCTION,4238790,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4238790,http://gis.npd.no/factmaps/html_21/?run=LicenceActiveByNPDID&NPDID=4238790,23.05.2018,11.12.2018,20.02.2019
448 B,TFO2007,Barents sea,INACTIVE,NO,29.02.2008,15.09.2010,124.811,0.000,,4921587,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4921587,,01.08.2016,07.09.2017,20.02.2019
449,TFO2006,Barents sea,INACTIVE,NO,15.06.2007,15.06.2010,676.063,0.000,,4238846,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4238846,,25.04.2018,25.04.2018,20.02.2019
450,TFO2007,North sea,INACTIVE,NO,29.02.2008,01.03.2014,89.232,0.000,,4909784,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4909784,,29.04.2016,07.09.2017,20.02.2019
451,TFO2007,North sea,INACTIVE,NO,29.02.2008,01.03.2011,1014.941,0.000,,4910013,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4910013,,29.04.2016,07.09.2017,20.02.2019
452,TFO2007,North sea,INACTIVE,NO,29.02.2008,29.08.2009,115.303,0.000,,4909740,http://factpages.npd.no/FactPages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4909740,,29.04.2016,07.09.2017,20.02.2019
