wlbnpdidwellbore,wlbWellName,wlbWellboreName,wlbField,wlbProductionLicence,wlbWellType,wlbDrillingOperator,wlbMultilateral,wlbDrillingFacility,wlbProductionFacility,wlbEntryDate,wlbCompletionDate,wlbContent,wlbStatus,wlbSymbol,wlbPurpose,wlbWaterDepth,wlbFactPageUrl,wlbFactMapUrl,wlbDiscoveryWellbore,wlbPointGeometryWKT
2237,"8008/7-U-3","8008/7-U-3",,,"OTHER","OCEAN DRILLING PROGRAM TEXAS A & M UNIVERSITY","NO",,,1993-08-22 00:00:00+02,1993-08-24 00:00:00+02,,"P&A",0,"SCIENTIFIC",902.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=2237",,"NO","POINT(8.227283 80.47475)"
1303,"34/10-A-17","34/10-A-17","GULLFAKS","050","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","GULLFAKS A","GULLFAKS A",1988-07-23 00:00:00+02,1988-09-11 00:00:00+02,"OIL","PLUGGED",50,"PRODUCTION",134.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1303","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1303","NO","POINT(2.189761 61.176092)"
8126,"7220/11-4","7220/11-4",,"609","EXPLORATION","Lundin Norway AS","NO","LEIV EIRIKSSON",,2017-05-10 00:00:00+02,2017-07-17 00:00:00+02,"OIL/GAS","P&A",13,"APPRAISAL",402.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=8126","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=8126","NO","POINT(20.552214 72.041078)"
1959,"25/5-U-1","25/5-U-1","FRØY",,"OTHER","Elf Petroleum Norge AS","NO","BUCENTAUR",,1992-05-13 00:00:00+02,1992-05-14 00:00:00+02,,"P&A",0,"SOIL DRILLING",120.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1959",,"NO","POINT(2.558272 59.734269)"
1960,"25/5-U-2","25/5-U-2","FRØY",,"OTHER","Elf Petroleum Norge AS","NO","BUCENTAUR",,1992-05-14 00:00:00+02,1992-05-15 00:00:00+02,,"P&A",0,"SOIL DRILLING",120.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1960",,"NO","POINT(2.557808 59.734439)"
1961,"25/5-U-3","25/5-U-3","FRØY",,"OTHER","Elf Petroleum Norge AS","NO","BUCENTAUR",,1992-05-16 00:00:00+02,1992-05-17 00:00:00+02,,"P&A",0,"SOIL DRILLING",120.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1961",,"NO","POINT(2.557789 59.734519)"
1962,"25/5-U-4","25/5-U-4","FRØY",,"OTHER","Elf Petroleum Norge AS","NO","BUCENTAUR",,1992-05-17 00:00:00+02,1992-05-18 00:00:00+02,,"P&A",0,"SOIL DRILLING",120.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1962",,"NO","POINT(2.557725 59.734053)"
1963,"25/5-U-5","25/5-U-5","FRØY",,"OTHER","Elf Petroleum Norge AS","NO","BUCENTAUR",,1992-05-18 00:00:00+02,1992-05-19 00:00:00+02,,"P&A",0,"SOIL DRILLING",120.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1963",,"NO","POINT(2.557331 59.734275)"
2238,"7905/2-U-1","7905/2-U-1",,,"OTHER","OCEAN DRILLING PROGRAM TEXAS A & M UNIVERSITY","NO","JOIDES RESOLUTION",,1993-08-25 00:00:00+02,1993-08-28 00:00:00+02,,"P&A",0,"SCIENTIFIC",1037.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=2238",,"NO","POINT(5.456 79.959283)"
8381,"7220/11-5","7220/11-5 S",,"609","EXPLORATION","Lundin Norway AS","NO","LEIV EIRIKSSON",,2018-04-06 00:00:00+02,2018-10-08 00:00:00+02,"OIL/GAS","P&A",13,"APPRAISAL",386.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=8381","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=8381","NO","POINT(20.489208 72.022522)"
1967,"34/7-20","34/7-20",,"089","EXPLORATION","Saga Petroleum ASA","NO","TREASURE SAGA",,1992-07-18 00:00:00+02,1992-08-27 00:00:00+02,"OIL SHOWS","P&A",12,"WILDCAT",295.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1967","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1967","NO","POINT(2.03055 61.444347)"
1969,"34/8-8","34/8-8","VISUND","120","EXPLORATION","Norsk Hydro Produksjon AS","NO","TRANSOCEAN 8",,1992-06-30 00:00:00+02,1992-08-24 00:00:00+02,"OIL","SUSPENDED",5,"APPRAISAL",340.500000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1969","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1969","NO","POINT(2.478836 61.379497)"
2239,"7905/2-U-2","7905/2-U-2",,,"OTHER","OCEAN DRILLING PROGRAM TEXAS A & M UNIVERSITY","NO","JOIDES RESOLUTION",,1993-08-25 00:00:00+02,1993-08-28 00:00:00+02,,"P&A",0,"SCIENTIFIC",1037.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=2239",,"NO","POINT(5.456617 79.958883)"
1970,"30/2-3","30/2-3","HULDRA","051","EXPLORATION","Den norske stats oljeselskap a.s","NO","ROSS ISLE",,1992-06-11 00:00:00+02,1992-10-05 00:00:00+01,"GAS/CONDENSATE","P&A",17,"APPRAISAL",123.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1970","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1970","NO","POINT(2.655467 60.846958)"
1698,"30/9-B-2","30/9-B-2","OSEBERG","079","DEVELOPMENT","Norsk Hydro Produksjon AS","NO","OSEBERG B","OSEBERG B",1990-11-09 00:00:00+01,1991-01-02 00:00:00+01,"GAS","ONLINE/OPERATIONAL",91,"INJECTION",109.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1698","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1698","NO","POINT(2.82845 60.493372)"
1972,"10/7-1","10/7-1",,"165","EXPLORATION","Esso Exploration and Production Norway A/S","NO","ARCADE FRONTIER",,1992-06-28 00:00:00+02,1992-07-30 00:00:00+02,"DRY","P&A",1,"WILDCAT",86.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1972","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1972","NO","POINT(5.059225 57.473139)"
1973,"6506/11-3","6506/11-3",,"134","EXPLORATION","Den norske stats oljeselskap a.s","NO","ROSS RIG (2)",,1992-07-08 00:00:00+02,1992-10-02 00:00:00+01,"SHOWS","P&A",12,"WILDCAT",328.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1973","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1973","NO","POINT(6.374136 65.2329)"
1974,"6407/9-8","6407/9-8",,"093","EXPLORATION","A/S Norske Shell","NO","WEST VANGUARD",,1992-08-14 00:00:00+02,1992-09-22 00:00:00+02,"DRY","RE-CLASS TO DEV",1,"WILDCAT",230.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1974","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1974","NO","POINT(7.960408 64.385469)"
2134,"2/4-18","2/4-18",,"146","EXPLORATION","Saga Petroleum ASA","NO","TREASURE SAGA",,1993-04-26 00:00:00+02,1993-04-29 00:00:00+02,"DRY","SUSPENDED",1,"WILDCAT",68.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2134","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=2134","NO","POINT(3.162289 56.699367)"
1979,"35/11-7","35/11-7","FRAM","090","EXPLORATION","Mobil Exploration Norway INC","NO","WEST DELTA",,1992-07-23 00:00:00+02,1992-09-29 00:00:00+01,"OIL/GAS","P&A",13,"WILDCAT",355.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1979","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1979","YES","POINT(3.590619 61.033261)"
1984,"30/3-A-15","30/3-A-15","VESLEFRIKK","052","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","VESLEFRIKK A","VESLEFRIKK A",1992-12-02 00:00:00+01,1993-01-19 00:00:00+01,"GAS","PLUGGED",91,"INJECTION",175.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1984","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1984","NO","POINT(2.897883 60.782772)"
1986,"25/8-4","25/8-4",,"169","EXPLORATION","Norsk Hydro Produksjon AS","NO","VILDKAT EXPLORER",,1992-07-25 00:00:00+02,1992-08-11 00:00:00+02,"OIL","P&A",5,"WILDCAT",130.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1986","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1986","YES","POINT(2.611936 59.258697)"
1987,"7316/5-1","7316/5-1",,"184","EXPLORATION","Norsk Hydro Produksjon AS","NO","POLAR PIONEER",,1992-07-21 00:00:00+02,1992-10-05 00:00:00+01,"GAS","P&A",9,"WILDCAT",450.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1987","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1987","YES","POINT(16.43325 73.519969)"
1988,"31/2-18","31/2-18","TROLL","054","EXPLORATION","Norsk Hydro Produksjon AS","NO","TREASURE SAGA",,1992-09-15 00:00:00+02,1992-10-07 00:00:00+01,"OIL/GAS","P&A",13,"APPRAISAL",340.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1988","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1988","NO","POINT(3.578275 60.902914)"
1990,"6407/9-9","6407/9-9",,"093","EXPLORATION","A/S Norske Shell","NO","MÆRSK JUTLANDER",,1999-06-22 00:00:00+02,1999-07-06 00:00:00+02,"OIL/GAS","P&A",13,"WILDCAT",248.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=1990","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=1990","YES","POINT(7.693639 64.403667)"
1991,"31/2-U-1","31/2-U-1",,,"OTHER","Norsk Hydro Produksjon AS","NO",,,,,,,0,"SOIL DRILLING",0.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1991",,"NO","POINT(3.513611 60.834722)"
1992,"31/2-U-2","31/2-U-2",,,"OTHER","Norsk Hydro Produksjon AS","NO",,,,,,,0,"SOIL DRILLING",0.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1992",,"NO","POINT(3.513611 60.834722)"
1993,"31/2-U-3","31/2-U-3",,,"OTHER","Norsk Hydro Produksjon AS","NO",,,,,,,0,"SOIL DRILLING",0.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1993",,"NO","POINT(3.513611 60.834722)"
2002,"34/7-A-3","34/7-A-3 H","SNORRE","089","DEVELOPMENT","Saga Petroleum ASA","NO","SCARABEO 5","SNORRE UPA",1994-01-02 00:00:00+01,1994-02-17 00:00:00+01,"WATER","PLUGGED",173,"INJECTION",335.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=2002","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=2002","NO","POINT(2.226458 61.489367)"
2240,"7905/2-U-3","7905/2-U-3",,,"OTHER","OCEAN DRILLING PROGRAM TEXAS A & M UNIVERSITY","NO","JOIDES RESOLUTION",,1993-08-25 00:00:00+02,1993-08-28 00:00:00+02,,"P&A",0,"SCIENTIFIC",1037.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=2240",,"NO","POINT(5.45605 79.958717)"
8524,"15/8-G-1","15/8-G-1 H","UTGARD","046 F","DEVELOPMENT","Equinor Energy AS","NO","DEEPSEA ATLANTIC",,2018-10-01 00:00:00+02,2018-10-31 00:00:00+01,"GAS/CONDENSATE","CLOSED",170,"PRODUCTION",115.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=8524","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=8524","NO","POINT(1.550414 58.366689)"
2011,"34/10-A-38","34/10-A-38","GULLFAKS","050","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","GULLFAKS A","GULLFAKS A",1992-09-11 00:00:00+02,1992-10-21 00:00:00+01,"WATER","PLUGGED",173,"INJECTION",133.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=2011","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=2011","NO","POINT(2.189406 61.176356)"
2241,"7506/7-U-1","7506/7-U-1 W",,,"OTHER","OCEAN DRILLING PROGRAM TEXAS A & M UNIVERSITY","NO","JOIDES RESOLUTION",,1993-09-12 00:00:00+02,1993-09-14 00:00:00+02,,"P&A",0,"SCIENTIFIC",3319.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=2241",,"NO","POINT(-6.947167 75.489067)"
2012,"30/6-C-15","30/6-C-15","OSEBERG","053","DEVELOPMENT","Norsk Hydro Produksjon AS","NO","OSEBERG C","OSEBERG C",1992-09-19 00:00:00+02,1992-10-15 00:00:00+01,"NOT APPLICABLE","PLUGGED",99,"OBSERVATION",108.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=2012","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=2012","NO","POINT(2.775942 60.608158)"
2013,"30/6-C-15","30/6-C-15 A","OSEBERG","053","DEVELOPMENT","Norsk Hydro Produksjon AS","NO","OSEBERG C","OSEBERG C",1992-10-16 00:00:00+01,1992-11-01 00:00:00+01,"OIL","PLUGGED",50,"PRODUCTION",108.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=2013","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=2013","NO","POINT(2.775942 60.608158)"
2015,"30/10-7","30/10-7",,"142","EXPLORATION","Elf Petroleum Norge AS","NO","MÆRSK JUTLANDER",,1992-09-08 00:00:00+02,1992-10-17 00:00:00+01,"DRY","P&A",1,"WILDCAT",106.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2015","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=2015","NO","POINT(2.124242 60.19115)"
2242,"7506/7-U-2","7506/7-U-2 W",,,"OTHER","OCEAN DRILLING PROGRAM TEXAS A & M UNIVERSITY","NO","JOIDES RESOLUTION",,1993-09-12 00:00:00+02,1993-09-14 00:00:00+02,,"P&A",0,"SCIENTIFIC",3318.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=2242",,"NO","POINT(-6.946833 75.489267)"
2018,"7122/2-1","7122/2-1",,"179","EXPLORATION","Norsk Hydro Produksjon AS","NO","POLAR PIONEER",,1992-10-07 00:00:00+01,1992-11-11 00:00:00+01,"DRY","P&A",1,"WILDCAT",363.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2018","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=2018","NO","POINT(22.644472 71.961189)"
2019,"15/9-U-12","15/9-U-12",,"046","OTHER","Den norske stats oljeselskap a.s","NO",,,,,,,0,"SOIL DRILLING",0.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=2019",,"NO","POINT(1.912111 58.369444)"
2020,"6611/9-U-1","6611/9-U-1",,,"OTHER","IKU Petroleumsforskning SINTEF Gruppen","NO",,,,,,,0,"SCIENTIFIC",352.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=2020",,"NO","POINT(11.812942 66.340247)"
2021,"6611/9-U-2","6611/9-U-2",,,"OTHER","IKU Petroleumsforskning SINTEF Gruppen","NO",,,,,,,0,"SCIENTIFIC",355.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=2021",,"NO","POINT(11.792492 66.347181)"
2023,"34/10-B-24","34/10-B-24","GULLFAKS","050","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","GULLFAKS B","GULLFAKS B",1992-09-11 00:00:00+02,1992-10-25 00:00:00+01,"OIL","PLUGGED",50,"PRODUCTION",144.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=2023","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=2023","NO","POINT(2.201311 61.203078)"
2026,"34/7-21","34/7-21","TORDIS","089","EXPLORATION","Saga Petroleum ASA","NO","TREASURE SAGA",,1992-10-19 00:00:00+01,1992-12-11 00:00:00+01,"OIL","P&A",5,"WILDCAT",192.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2026","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=2026","YES","POINT(2.072539 61.293567)"
2386,"15/9-A-27","15/9-A-27","SLEIPNER ØST","046","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","SLEIPNER A","SLEIPNER A",1994-07-01 00:00:00+02,1994-08-23 00:00:00+02,"GAS","ONLINE/OPERATIONAL",90,"PRODUCTION",82.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=2386","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=2386","NO","POINT(1.908944 58.367225)"
2029,"34/8-9","34/8-9 S","VISUND","120","EXPLORATION","Norsk Hydro Produksjon AS","NO","WEST DELTA",,1992-10-25 00:00:00+01,1992-12-28 00:00:00+01,"OIL","P&A",5,"APPRAISAL",301.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2029","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=2029","NO","POINT(2.388303 61.314036)"
2031,"7219/8-1","7219/8-1 S",,"182","EXPLORATION","Saga Petroleum ASA","NO","ROSS RIG (2)",,1992-10-05 00:00:00+01,1992-12-26 00:00:00+01,"DRY","P&A",1,"WILDCAT",369.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2031","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=2031","NO","POINT(19.394511 72.374533)"
2144,"6407/9-B-5","6407/9-B-5 H","DRAUGEN","093","DEVELOPMENT","A/S Norske Shell","NO","DYVI STENA","DRAUGEN B",1993-07-27 00:00:00+02,1994-04-27 00:00:00+02,"WATER","CLOSED",173,"INJECTION",236.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=2144","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=2144","NO","POINT(7.795808 64.400294)"
1045,"34/10-C-7","34/10-C-7","GULLFAKS","050","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","GULLFAKS C","GULLFAKS C",1991-04-18 00:00:00+02,1991-06-14 00:00:00+02,"OIL","PLUGGED",50,"PRODUCTION",216.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=1045","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=1045","NO","POINT(2.274036 61.215142)"
2338,"15/12-U-8","15/12-U-8",,"038","OTHER","Den norske stats oljeselskap a.s","NO",,,1994-03-15 00:00:00+01,1994-04-07 00:00:00+02,,"P&A",0,"SOIL DRILLING",0.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=2338",,"NO","POINT(1.9 58.083333)"
931,"33/9-C-37","33/9-C-37","STATFJORD","037","DEVELOPMENT","Mobil Exploration Norway INC","NO","STATFJORD C","STATFJORD C",1986-07-09 00:00:00+02,1986-08-11 00:00:00+02,"OIL","PLUGGED",50,"PRODUCTION",145.600000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=931","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=931","NO","POINT(1.902781 61.296319)"
2037,"34/10-C-15","34/10-C-15","GULLFAKS","050","DEVELOPMENT","Den norske stats oljeselskap a.s","NO","GULLFAKS C","GULLFAKS C",1992-11-13 00:00:00+01,1992-12-03 00:00:00+01,"NOT APPLICABLE","PLUGGED",99,"OBSERVATION",216.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=2037","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=2037","NO","POINT(2.273942 61.215219)"
2038,"31/2-18","31/2-18 A","TROLL","054","EXPLORATION","Norsk Hydro Produksjon AS","NO","TREASURE SAGA",,1992-10-07 00:00:00+01,1992-10-17 00:00:00+01,"OIL/GAS","P&A",13,"APPRAISAL",340.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2038","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=2038","NO","POINT(3.578275 60.902914)"
2043,"15/9-19","15/9-19 S","VOLVE","046","EXPLORATION","Den norske stats oljeselskap a.s","NO","TREASURE PROSPEC",,1992-11-18 00:00:00+01,1993-01-31 00:00:00+01,"DRY","SUSPENDED",1,"WILDCAT",84.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2043","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=2043","NO","POINT(1.929736 58.435903)"
2044,"2/5-10","2/5-10",,"067","EXPLORATION","Norsk Agip AS","NO","POLAR PIONEER",,1993-05-23 00:00:00+02,1993-08-26 00:00:00+02,"OIL SHOWS","P&A",12,"WILDCAT",65.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2044","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=2044","NO","POINT(3.490922 56.68935)"
4071,"34/10-I-4","34/10-I-4 H","GULLFAKS SØR","050","DEVELOPMENT","Statoil ASA (old)","NO","DEEPSEA TRYM","GULLFAKS SØR I",2000-04-10 00:00:00+02,2000-05-24 00:00:00+02,"OIL","PLUGGED",50,"PRODUCTION",134.6,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4071","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=4071","NO","POINT(2.037 61.055383)"
2339,"15/12-U-9","15/12-U-9",,"038","OTHER","Den norske stats oljeselskap a.s","NO",,,1994-03-15 00:00:00+01,1994-04-07 00:00:00+02,,"P&A",0,"SOIL DRILLING",0.000000,"http://factpages.npd.no/FactPages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=2339",,"NO","POINT(1.9 58.083333)"
2048,"2/1-A-16","2/1-A-16 AY2","GYDA","019 B","DEVELOPMENT","Talisman Energy Norge AS","YES","GYDA","GYDA",2004-12-01 00:00:00+01,2004-12-08 00:00:00+01,"OIL","PLUGGED",50,"PRODUCTION",65.500000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=2048","http://gis.npd.no/factmaps/html_21/?run=WellboreDevByNPDID&&scale=100000&NPDID=2048","NO","POINT(3.085106 56.904875)"
2049,"7128/4-1","7128/4-1",,"180","EXPLORATION","Den norske stats oljeselskap a.s","NO","ROSS RIG (2)",,1993-12-17 00:00:00+01,1994-02-26 00:00:00+01,"OIL/GAS","P&A",13,"WILDCAT",370.000000,"http://factpages.npd.no/FactPages/Default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=2049","http://gis.npd.no/factmaps/html_21/?run=WellboreExpByNPDID&scale=100000&NPDID=2049","YES","POINT(28.081689 71.540925)"
