prlName,prlTaskName,prlTaskCategory,prlTaskTypeNo,prlTaskTypeEn,prlTaskStatusNo,prlTaskStatusEn,prlTaskExpiryDate,wlbName,prlDateValidTo,prlLicensingActivityName,cmpLongName,cmpNpdidCompany,prlNpdidLicence,prlTaskID,prlTaskRefID,prlTaskDateUpdated,datesyncNPD
840,,WORKOBLIGATION,Konseptstudier,Conceptual studies,Frafalt,Dropped,05.02.2023,,05.02.2019,TFO2015,Equinor Energy AS,32011216,27432128,27757334,27757333,12.02.2019,20.02.2019
840,,DECISION,(BoV) Beslutning om videreføring,(BoV) Decision to continue,Frafalt,Dropped,05.02.2023,,05.02.2019,TFO2015,Equinor Energy AS,32011216,27432128,27757335,,12.02.2019,20.02.2019
840,,WORKOBLIGATION,(PUD) Utarbeide utbyggingsplan,(PDO) Prepare plan for development,Frafalt,Dropped,05.02.2024,,05.02.2019,TFO2015,Equinor Energy AS,32011216,27432128,27757336,27757335,12.02.2019,20.02.2019
840,,DECISION,(PUD) Beslutning om å sende inn en utbyggingsplan,(PDO) Decision to submit plan for development,Frafalt,Dropped,05.02.2024,,05.02.2019,TFO2015,Equinor Energy AS,32011216,27432128,27757337,,12.02.2019,20.02.2019
840,,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Frafalt,Dropped,05.02.2024,,05.02.2019,TFO2015,Equinor Energy AS,32011216,27432128,27757338,27757337,12.02.2019,20.02.2019
840,,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Frafalt,Dropped,05.02.2024,,05.02.2019,TFO2015,Equinor Energy AS,32011216,27432128,27757339,,12.02.2019,20.02.2019
841,,WORKOBLIGATION,Anskaffe 3D seismikk,Acquire 3D seismic,Godkjent,Approved,05.02.2018,,05.02.2023,TFO2015,Edison Norge AS,25612292,27432165,27757341,,15.03.2018,20.02.2019
841,,DECISION,Beslutning om boring,Decision to drill,Under arbeid,In process,05.08.2019,,05.02.2023,TFO2015,Edison Norge AS,25612292,27432165,27757342,,06.04.2018,20.02.2019
841,,WORKOBLIGATION,Boring av letebrønn,Drill exploration well,Under arbeid,In process,05.02.2020,,05.02.2023,TFO2015,Edison Norge AS,25612292,27432165,27757343,27757342,15.03.2018,20.02.2019
841,,DECISION,(BoK) Beslutning om konkretisering,(BoK) Decision to concretize,Under arbeid,In process,05.02.2020,,05.02.2023,TFO2015,Edison Norge AS,25612292,27432165,27757344,,,20.02.2019
841,,WORKOBLIGATION,Konseptstudier,Conceptual studies,Under arbeid,In process,05.02.2022,,05.02.2023,TFO2015,Edison Norge AS,25612292,27432165,27757345,27757344,,20.02.2019
841,,DECISION,(BoV) Beslutning om videreføring,(BoV) Decision to continue,Under arbeid,In process,05.02.2022,,05.02.2023,TFO2015,Edison Norge AS,25612292,27432165,27757346,,,20.02.2019
841,,WORKOBLIGATION,(PUD) Utarbeide utbyggingsplan,(PDO) Prepare plan for development,Under arbeid,In process,05.02.2023,,05.02.2023,TFO2015,Edison Norge AS,25612292,27432165,27757347,27757346,,20.02.2019
841,,DECISION,(PUD) Beslutning om å sende inn en utbyggingsplan,(PDO) Decision to submit plan for development,Under arbeid,In process,05.02.2023,,05.02.2023,TFO2015,Edison Norge AS,25612292,27432165,27757348,,,20.02.2019
841,,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Under arbeid,In process,05.02.2023,,05.02.2023,TFO2015,Edison Norge AS,25612292,27432165,27757349,27757348,,20.02.2019
841,,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Under arbeid,In process,05.02.2023,,05.02.2023,TFO2015,Edison Norge AS,25612292,27432165,27757350,,,20.02.2019
841,,WORKOBLIGATION,Tilbakeleveringsrapport,Relinquishment report,Under arbeid,In process,05.05.2023,,05.02.2023,TFO2015,Edison Norge AS,25612292,27432165,27757351,27757350,,20.02.2019
842,,WORKOBLIGATION,Anskaffe 3D seismikk,Acquire 3D seismic,Godkjent,Approved,05.11.2018,,05.11.2023,TFO2015,Capricorn Norge AS,23297570,27432185,27757352,,13.11.2018,20.02.2019
842,,WORKOBLIGATION,Reprosessere 3D seismikk,Reprocessing of 3D seismic,Godkjent,Approved,05.11.2018,,05.11.2023,TFO2015,Capricorn Norge AS,23297570,27432185,27757353,,13.11.2018,20.02.2019
842,,DECISION,Beslutning om boring,Decision to drill,Skal bores,Will be drilled,05.11.2018,,05.11.2023,TFO2015,Capricorn Norge AS,23297570,27432185,27757354,,13.11.2018,20.02.2019
842,,WORKOBLIGATION,Boring av letebrønn,Drill exploration well,Under arbeid,In process,05.11.2020,,05.11.2023,TFO2015,Capricorn Norge AS,23297570,27432185,27757355,27757354,13.11.2018,20.02.2019
842,,DECISION,(BoK) Beslutning om konkretisering,(BoK) Decision to concretize,Under arbeid,In process,05.11.2020,,05.11.2023,TFO2015,Capricorn Norge AS,23297570,27432185,27757356,,28.02.2018,20.02.2019
842,,WORKOBLIGATION,Konseptstudier,Conceptual studies,Under arbeid,In process,05.11.2022,,05.11.2023,TFO2015,Capricorn Norge AS,23297570,27432185,27757357,27757356,28.02.2018,20.02.2019
842,,DECISION,(BoV) Beslutning om videreføring,(BoV) Decision to continue,Under arbeid,In process,05.11.2022,,05.11.2023,TFO2015,Capricorn Norge AS,23297570,27432185,27757358,,28.02.2018,20.02.2019
842,,WORKOBLIGATION,(PUD) Utarbeide utbyggingsplan,(PDO) Prepare plan for development,Under arbeid,In process,05.11.2023,,05.11.2023,TFO2015,Capricorn Norge AS,23297570,27432185,27757359,27757358,28.02.2018,20.02.2019
842,,DECISION,(PUD) Beslutning om å sende inn en utbyggingsplan,(PDO) Decision to submit plan for development,Under arbeid,In process,05.11.2023,,05.11.2023,TFO2015,Capricorn Norge AS,23297570,27432185,27757360,,28.02.2018,20.02.2019
842,,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Under arbeid,In process,05.11.2023,,05.11.2023,TFO2015,Capricorn Norge AS,23297570,27432185,27757361,27757360,28.02.2018,20.02.2019
842,,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Under arbeid,In process,05.11.2023,,05.11.2023,TFO2015,Capricorn Norge AS,23297570,27432185,27757362,,28.02.2018,20.02.2019
842,,WORKOBLIGATION,Tilbakeleveringsrapport,Relinquishment report,Under arbeid,In process,05.02.2024,,05.11.2023,TFO2015,Capricorn Norge AS,23297570,27432185,27757363,27757362,28.02.2018,20.02.2019
843,,WORKOBLIGATION,Reprosessere 3D seismikk,Reprocessing of 3D seismic,Under arbeid,In process,05.02.2018,,05.02.2025,TFO2015,Aker BP ASA,28544099,27432259,27757364,,,20.02.2019
843,,DECISION,Valgfri innsamling av ny 3D seismikk,Optional acquisition of new 3D seismic,Under arbeid,In process,05.02.2018,,05.02.2025,TFO2015,Aker BP ASA,28544099,27432259,27757366,,,20.02.2019
843,,DECISION,Beslutning om boring,Decision to drill,Under arbeid,In process,05.02.2020,,05.02.2025,TFO2015,Aker BP ASA,28544099,27432259,27757367,,,20.02.2019
843,,WORKOBLIGATION,Samle inn 3D seismikk,Acquire new 3D seismic,Under arbeid,In process,05.02.2020,,05.02.2025,TFO2015,Aker BP ASA,28544099,27432259,27757365,27757366,26.02.2018,20.02.2019
843,,WORKOBLIGATION,Boring av letebrønn,Drill exploration well,Under arbeid,In process,05.02.2022,,05.02.2025,TFO2015,Aker BP ASA,28544099,27432259,27757368,27757367,,20.02.2019
843,,DECISION,(BoK) Beslutning om konkretisering,(BoK) Decision to concretize,Under arbeid,In process,05.02.2022,,05.02.2025,TFO2015,Aker BP ASA,28544099,27432259,27757369,,,20.02.2019
843,,WORKOBLIGATION,Konseptstudier,Conceptual studies,Under arbeid,In process,05.02.2024,,05.02.2025,TFO2015,Aker BP ASA,28544099,27432259,27757370,27757369,,20.02.2019
843,,DECISION,(BoV) Beslutning om videreføring,(BoV) Decision to continue,Under arbeid,In process,05.02.2024,,05.02.2025,TFO2015,Aker BP ASA,28544099,27432259,27757371,,,20.02.2019
843,,WORKOBLIGATION,(PUD) Utarbeide utbyggingsplan,(PDO) Prepare plan for development,Under arbeid,In process,05.02.2025,,05.02.2025,TFO2015,Aker BP ASA,28544099,27432259,27757372,27757371,,20.02.2019
843,,DECISION,(PUD) Beslutning om å sende inn en utbyggingsplan,(PDO) Decision to submit plan for development,Under arbeid,In process,05.02.2025,,05.02.2025,TFO2015,Aker BP ASA,28544099,27432259,27757373,,,20.02.2019
843,,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Under arbeid,In process,05.02.2025,,05.02.2025,TFO2015,Aker BP ASA,28544099,27432259,27757374,27757373,,20.02.2019
843,,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Under arbeid,In process,05.02.2025,,05.02.2025,TFO2015,Aker BP ASA,28544099,27432259,27757375,,,20.02.2019
843,,WORKOBLIGATION,Tilbakeleveringsrapport,Relinquishment report,Under arbeid,In process,05.05.2025,,05.02.2025,TFO2015,Aker BP ASA,28544099,27432259,27757376,27757375,,20.02.2019
844,,WORKOBLIGATION,Samle inn 2D seismikk,Acquire new 2D seismic,Godkjent,Approved,05.02.2018,,05.02.2025,TFO2015,INEOS E&P Norge AS,29805656,27432345,27757377,,21.02.2018,20.02.2019
844,,DECISION,Valgfri anskaffelse av 3D seismikk,Optional acquisition of existing 3D seismic,Under arbeid,In process,05.02.2018,,05.02.2025,TFO2015,INEOS E&P Norge AS,29805656,27432345,27757378,,13.10.2017,20.02.2019
844,,WORKOBLIGATION,Anskaffe 3D seismikk,Acquire 3D seismic,Under arbeid,In process,05.02.2020,,05.02.2025,TFO2015,INEOS E&P Norge AS,29805656,27432345,27757379,27757378,21.02.2018,20.02.2019
844,,DECISION,Beslutning om boring,Decision to drill,Under arbeid,In process,05.02.2020,,05.02.2025,TFO2015,INEOS E&P Norge AS,29805656,27432345,27757380,,13.10.2017,20.02.2019
844,,WORKOBLIGATION,Boring av letebrønn,Drill exploration well,Under arbeid,In process,05.02.2022,,05.02.2025,TFO2015,INEOS E&P Norge AS,29805656,27432345,27757381,27757380,13.10.2017,20.02.2019
844,,DECISION,(BoK) Beslutning om konkretisering,(BoK) Decision to concretize,Under arbeid,In process,05.02.2022,,05.02.2025,TFO2015,INEOS E&P Norge AS,29805656,27432345,27757382,,13.10.2017,20.02.2019
844,,WORKOBLIGATION,Konseptstudier,Conceptual studies,Under arbeid,In process,05.02.2024,,05.02.2025,TFO2015,INEOS E&P Norge AS,29805656,27432345,27757383,27757382,13.10.2017,20.02.2019
844,,DECISION,(BoV) Beslutning om videreføring,(BoV) Decision to continue,Under arbeid,In process,05.02.2024,,05.02.2025,TFO2015,INEOS E&P Norge AS,29805656,27432345,27757384,,13.10.2017,20.02.2019
844,,WORKOBLIGATION,(PUD) Utarbeide utbyggingsplan,(PDO) Prepare plan for development,Under arbeid,In process,05.02.2025,,05.02.2025,TFO2015,INEOS E&P Norge AS,29805656,27432345,27757385,27757384,13.10.2017,20.02.2019
844,,DECISION,(PUD) Beslutning om å sende inn en utbyggingsplan,(PDO) Decision to submit plan for development,Under arbeid,In process,05.02.2025,,05.02.2025,TFO2015,INEOS E&P Norge AS,29805656,27432345,27757386,,13.10.2017,20.02.2019
844,,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Under arbeid,In process,05.02.2025,,05.02.2025,TFO2015,INEOS E&P Norge AS,29805656,27432345,27757387,27757386,13.10.2017,20.02.2019
844,,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Under arbeid,In process,05.02.2025,,05.02.2025,TFO2015,INEOS E&P Norge AS,29805656,27432345,27757388,,13.10.2017,20.02.2019
844,,WORKOBLIGATION,Tilbakeleveringsrapport,Relinquishment report,Under arbeid,In process,05.05.2025,,05.02.2025,TFO2015,INEOS E&P Norge AS,29805656,27432345,27757389,27757388,13.10.2017,20.02.2019
845,,WORKOBLIGATION,Anskaffe 2D seismikk,Acquire 2D seismic,Godkjent,Approved,05.02.2018,,05.02.2025,TFO2015,ConocoPhillips Skandinavia AS,2410696,27432392,27757390,,07.06.2018,20.02.2019
845,,WORKOBLIGATION,Reprosessere 2D seismikk,Reprocessing of 2D seismic,Frafalt,Dropped,05.02.2018,,05.02.2025,TFO2015,ConocoPhillips Skandinavia AS,2410696,27432392,27757391,,07.06.2018,20.02.2019
845,,WORKOBLIGATION,Reprosessere 3D seismikk,Reprocessing of 3D seismic,Frafalt,Dropped,05.02.2018,,05.02.2025,TFO2015,ConocoPhillips Skandinavia AS,2410696,27432392,27757392,,07.06.2018,20.02.2019
845,,DECISION,Valgfri innsamling av ny 3D seismikk,Optional acquisition of new 3D seismic,Godkjent,Approved,05.02.2018,,05.02.2025,TFO2015,ConocoPhillips Skandinavia AS,2410696,27432392,27757393,,07.06.2018,20.02.2019
845,,WORKOBLIGATION,Samle inn 3D seismikk,Acquire new 3D seismic,,,05.02.2020,,05.02.2025,TFO2015,ConocoPhillips Skandinavia AS,2410696,27432392,27757394,27757393,07.06.2018,20.02.2019
845,,DECISION,Beslutning om boring,Decision to drill,Under arbeid,In process,05.02.2020,,05.02.2025,TFO2015,ConocoPhillips Skandinavia AS,2410696,27432392,27757395,,,20.02.2019
845,,WORKOBLIGATION,Boring av letebrønn,Drill exploration well,Under arbeid,In process,05.02.2022,,05.02.2025,TFO2015,ConocoPhillips Skandinavia AS,2410696,27432392,27757396,27757395,,20.02.2019
845,,DECISION,(BoK) Beslutning om konkretisering,(BoK) Decision to concretize,Under arbeid,In process,05.02.2022,,05.02.2025,TFO2015,ConocoPhillips Skandinavia AS,2410696,27432392,27757397,,,20.02.2019
845,,WORKOBLIGATION,Konseptstudier,Conceptual studies,Under arbeid,In process,05.02.2024,,05.02.2025,TFO2015,ConocoPhillips Skandinavia AS,2410696,27432392,27757398,27757397,,20.02.2019
845,,DECISION,(BoV) Beslutning om videreføring,(BoV) Decision to continue,Under arbeid,In process,05.02.2024,,05.02.2025,TFO2015,ConocoPhillips Skandinavia AS,2410696,27432392,27757399,,,20.02.2019
845,,WORKOBLIGATION,(PUD) Utarbeide utbyggingsplan,(PDO) Prepare plan for development,Under arbeid,In process,05.02.2025,,05.02.2025,TFO2015,ConocoPhillips Skandinavia AS,2410696,27432392,27757400,27757399,,20.02.2019
845,,DECISION,(PUD) Beslutning om å sende inn en utbyggingsplan,(PDO) Decision to submit plan for development,Under arbeid,In process,05.02.2025,,05.02.2025,TFO2015,ConocoPhillips Skandinavia AS,2410696,27432392,27757401,,,20.02.2019
845,,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Under arbeid,In process,05.02.2025,,05.02.2025,TFO2015,ConocoPhillips Skandinavia AS,2410696,27432392,27757402,27757401,,20.02.2019
845,,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Under arbeid,In process,05.02.2025,,05.02.2025,TFO2015,ConocoPhillips Skandinavia AS,2410696,27432392,27757403,,,20.02.2019
845,,WORKOBLIGATION,Tilbakeleveringsrapport,Relinquishment report,Under arbeid,In process,05.05.2025,,05.02.2025,TFO2015,ConocoPhillips Skandinavia AS,2410696,27432392,27757404,27757403,,20.02.2019
846,,WORKOBLIGATION,Reprosessere 3D seismikk,Reprocessing of 3D seismic,Godkjent,Approved,05.02.2018,,05.08.2024,TFO2015,OMV (Norge) AS,4460594,27432439,27757405,,24.10.2018,20.02.2019
846,,DECISION,Beslutning om boring,Decision to drill,Under arbeid,In process,05.08.2019,,05.08.2024,TFO2015,OMV (Norge) AS,4460594,27432439,27757406,,30.11.2018,20.02.2019
846,,WORKOBLIGATION,Boring av letebrønn,Drill exploration well,Under arbeid,In process,05.08.2021,,05.08.2024,TFO2015,OMV (Norge) AS,4460594,27432439,27757407,27757406,30.11.2018,20.02.2019
846,,DECISION,(BoK) Beslutning om konkretisering,(BoK) Decision to concretize,Under arbeid,In process,05.08.2021,,05.08.2024,TFO2015,OMV (Norge) AS,4460594,27432439,27757408,,26.10.2018,20.02.2019
846,,DECISION,(BoV) Beslutning om videreføring,(BoV) Decision to continue,Under arbeid,In process,05.08.2022,,05.08.2024,TFO2015,OMV (Norge) AS,4460594,27432439,27757410,,24.10.2018,20.02.2019
846,,WORKOBLIGATION,(PUD) Utarbeide utbyggingsplan,(PDO) Prepare plan for development,Under arbeid,In process,05.08.2023,,05.08.2024,TFO2015,OMV (Norge) AS,4460594,27432439,27757411,27757410,24.10.2018,20.02.2019
846,,WORKOBLIGATION,Konseptstudier,Conceptual studies,Under arbeid,In process,05.08.2023,,05.08.2024,TFO2015,OMV (Norge) AS,4460594,27432439,27757409,27757408,26.10.2018,20.02.2019
846,,DECISION,(PUD) Beslutning om å sende inn en utbyggingsplan,(PDO) Decision to submit plan for development,Under arbeid,In process,05.08.2024,,05.08.2024,TFO2015,OMV (Norge) AS,4460594,27432439,27757412,,24.10.2018,20.02.2019
846,,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Under arbeid,In process,05.08.2024,,05.08.2024,TFO2015,OMV (Norge) AS,4460594,27432439,27757413,27757412,24.10.2018,20.02.2019
846,,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Under arbeid,In process,05.08.2024,,05.08.2024,TFO2015,OMV (Norge) AS,4460594,27432439,27757414,,24.10.2018,20.02.2019
846,,WORKOBLIGATION,Tilbakeleveringsrapport,Relinquishment report,Under arbeid,In process,05.11.2024,,05.08.2024,TFO2015,OMV (Norge) AS,4460594,27432439,27757415,27757414,26.10.2018,20.02.2019
847,,WORKOBLIGATION,Reprosessere 3D seismikk,Reprocessing of 3D seismic,Godkjent,Approved,05.02.2018,,05.02.2023,TFO2015,Wintershall Norge AS,21666830,27432468,27757416,,31.01.2018,20.02.2019
847,,DECISION,Beslutning om boring,Decision to drill,Skal bores,Will be drilled,05.02.2018,,05.02.2023,TFO2015,Wintershall Norge AS,21666830,27432468,27757417,,31.01.2018,20.02.2019
847,,WORKOBLIGATION,Boring av letebrønn,Drill exploration well,Under arbeid,In process,05.02.2020,,05.02.2023,TFO2015,Wintershall Norge AS,21666830,27432468,27757418,27757417,31.01.2018,20.02.2019
847,,DECISION,(BoK) Beslutning om konkretisering,(BoK) Decision to concretize,Under arbeid,In process,05.02.2020,,05.02.2023,TFO2015,Wintershall Norge AS,21666830,27432468,27757419,,,20.02.2019
847,,WORKOBLIGATION,Konseptstudier,Conceptual studies,Under arbeid,In process,05.02.2022,,05.02.2023,TFO2015,Wintershall Norge AS,21666830,27432468,27757420,27757419,,20.02.2019
847,,DECISION,(BoV) Beslutning om videreføring,(BoV) Decision to continue,Under arbeid,In process,05.02.2022,,05.02.2023,TFO2015,Wintershall Norge AS,21666830,27432468,27757421,,,20.02.2019
847,,WORKOBLIGATION,(PUD) Utarbeide utbyggingsplan,(PDO) Prepare plan for development,Under arbeid,In process,05.02.2023,,05.02.2023,TFO2015,Wintershall Norge AS,21666830,27432468,27757422,27757421,,20.02.2019
847,,DECISION,(PUD) Beslutning om å sende inn en utbyggingsplan,(PDO) Decision to submit plan for development,Under arbeid,In process,05.02.2023,,05.02.2023,TFO2015,Wintershall Norge AS,21666830,27432468,27757423,,,20.02.2019
847,,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Under arbeid,In process,05.02.2023,,05.02.2023,TFO2015,Wintershall Norge AS,21666830,27432468,27757424,27757423,,20.02.2019
847,,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Under arbeid,In process,05.02.2023,,05.02.2023,TFO2015,Wintershall Norge AS,21666830,27432468,27757425,,,20.02.2019
847,,WORKOBLIGATION,Tilbakeleveringsrapport,Relinquishment report,Under arbeid,In process,05.05.2023,,05.02.2023,TFO2015,Wintershall Norge AS,21666830,27432468,27757426,27757425,,20.02.2019
847 B,,WORKOBLIGATION,Reprosessere 3D seismikk,Reprocessing of 3D seismic,Godkjent,Approved,05.02.2018,,05.02.2023,TFO2016,Wintershall Norge AS,21666830,28941994,29028255,,28.02.2018,20.02.2019
847 B,,DECISION,Beslutning om boring,Decision to drill,Skal bores,Will be drilled,05.02.2018,,05.02.2023,TFO2016,Wintershall Norge AS,21666830,28941994,29028256,,28.02.2018,20.02.2019
847 B,,WORKOBLIGATION,Boring av letebrønn,Drill exploration well,Under arbeid,In process,05.02.2020,,05.02.2023,TFO2016,Wintershall Norge AS,21666830,28941994,29028257,29028256,28.02.2018,20.02.2019
847 B,,DECISION,(BoK) Beslutning om konkretisering,(BoK) Decision to concretize,Under arbeid,In process,05.02.2020,,05.02.2023,TFO2016,Wintershall Norge AS,21666830,28941994,29028258,,,20.02.2019
847 B,,WORKOBLIGATION,Konseptstudier,Conceptual studies,Under arbeid,In process,05.02.2022,,05.02.2023,TFO2016,Wintershall Norge AS,21666830,28941994,29028259,29028258,,20.02.2019
847 B,,DECISION,(BoV) Beslutning om videreføring,(BoV) Decision to continue,Under arbeid,In process,05.02.2022,,05.02.2023,TFO2016,Wintershall Norge AS,21666830,28941994,29028260,,,20.02.2019
847 B,,WORKOBLIGATION,(PUD) Utarbeide utbyggingsplan,(PDO) Prepare plan for development,Under arbeid,In process,05.02.2023,,05.02.2023,TFO2016,Wintershall Norge AS,21666830,28941994,29028261,29028260,,20.02.2019
847 B,,DECISION,(PUD) Beslutning om å sende inn en utbyggingsplan,(PDO) Decision to submit plan for development,Under arbeid,In process,05.02.2023,,05.02.2023,TFO2016,Wintershall Norge AS,21666830,28941994,29028262,,,20.02.2019
847 B,,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Under arbeid,In process,05.02.2023,,05.02.2023,TFO2016,Wintershall Norge AS,21666830,28941994,29028263,29028262,,20.02.2019
847 B,,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Under arbeid,In process,05.02.2023,,05.02.2023,TFO2016,Wintershall Norge AS,21666830,28941994,29028264,,,20.02.2019
847 B,,WORKOBLIGATION,Tilbakeleveringsrapport,Relinquishment report,Under arbeid,In process,05.05.2023,,05.02.2023,TFO2016,Wintershall Norge AS,21666830,28941994,29028265,29028264,,20.02.2019
848,,WORKOBLIGATION,Reprosessere 3D seismikk,Reprocessing of 3D seismic,Godkjent,Approved,05.02.2018,,05.08.2018,TFO2015,Equinor Energy AS,32011216,27432497,27757427,,21.09.2018,20.02.2019
848,,DECISION,Beslutning om boring,Decision to drill,Frafalt,Dropped,05.08.2018,,05.08.2018,TFO2015,Equinor Energy AS,32011216,27432497,27757428,,21.09.2018,20.02.2019
848,,WORKOBLIGATION,Tilbakeleveringsrapport,Relinquishment report,Under arbeid,In process,05.11.2018,,05.08.2018,TFO2015,Equinor Energy AS,32011216,27432497,27757437,27757436,21.09.2018,20.02.2019
848,,WORKOBLIGATION,Boring av letebrønn,Drill exploration well,Frafalt,Dropped,05.02.2020,,05.08.2018,TFO2015,Equinor Energy AS,32011216,27432497,27757429,27757428,21.09.2018,20.02.2019
848,,DECISION,(BoK) Beslutning om konkretisering,(BoK) Decision to concretize,Frafalt,Dropped,05.02.2020,,05.08.2018,TFO2015,Equinor Energy AS,32011216,27432497,27757430,,21.09.2018,20.02.2019
848,,WORKOBLIGATION,Konseptstudier,Conceptual studies,Frafalt,Dropped,05.02.2022,,05.08.2018,TFO2015,Equinor Energy AS,32011216,27432497,27757431,27757430,21.09.2018,20.02.2019
848,,DECISION,(BoV) Beslutning om videreføring,(BoV) Decision to continue,Frafalt,Dropped,05.02.2022,,05.08.2018,TFO2015,Equinor Energy AS,32011216,27432497,27757432,,21.09.2018,20.02.2019
848,,WORKOBLIGATION,(PUD) Utarbeide utbyggingsplan,(PDO) Prepare plan for development,Frafalt,Dropped,05.02.2023,,05.08.2018,TFO2015,Equinor Energy AS,32011216,27432497,27757433,27757432,21.09.2018,20.02.2019
848,,DECISION,(PUD) Beslutning om å sende inn en utbyggingsplan,(PDO) Decision to submit plan for development,Frafalt,Dropped,05.02.2023,,05.08.2018,TFO2015,Equinor Energy AS,32011216,27432497,27757434,,21.09.2018,20.02.2019
848,,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Frafalt,Dropped,05.02.2023,,05.08.2018,TFO2015,Equinor Energy AS,32011216,27432497,27757435,27757434,21.09.2018,20.02.2019
848,,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Frafalt,Dropped,05.02.2023,,05.08.2018,TFO2015,Equinor Energy AS,32011216,27432497,27757436,,21.09.2018,20.02.2019
849,,WORKOBLIGATION,Boring av fast letebrønn,Drill firm exploration well,Godkjent,Approved,05.02.2018,7121/8-1,05.02.2018,TFO2015,Statoil Petroleum AS,17237817,27432544,27757438,,13.06.2018,20.02.2019
849,,DECISION,(BoK) Beslutning om konkretisering,(BoK) Decision to concretize,Frafalt,Dropped,05.02.2018,,05.02.2018,TFO2015,Statoil Petroleum AS,17237817,27432544,27757439,,13.06.2018,20.02.2019
849,,WORKOBLIGATION,Konseptstudier,Conceptual studies,Frafalt,Dropped,05.02.2020,,05.02.2018,TFO2015,Statoil Petroleum AS,17237817,27432544,27757440,27757439,13.06.2018,20.02.2019
849,,DECISION,(BoV) Beslutning om videreføring,(BoV) Decision to continue,Frafalt,Dropped,05.02.2020,,05.02.2018,TFO2015,Statoil Petroleum AS,17237817,27432544,27757441,,13.06.2018,20.02.2019
849,,WORKOBLIGATION,(PUD) Utarbeide utbyggingsplan,(PDO) Prepare plan for development,Frafalt,Dropped,05.02.2022,,05.02.2018,TFO2015,Statoil Petroleum AS,17237817,27432544,27757442,27757441,13.06.2018,20.02.2019
849,,DECISION,(PUD) Beslutning om å sende inn en utbyggingsplan,(PDO) Decision to submit plan for development,Frafalt,Dropped,05.02.2022,,05.02.2018,TFO2015,Statoil Petroleum AS,17237817,27432544,27757443,,13.06.2018,20.02.2019
849,,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Frafalt,Dropped,05.02.2022,,05.02.2018,TFO2015,Statoil Petroleum AS,17237817,27432544,27757444,27757443,13.06.2018,20.02.2019
849,,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Frafalt,Dropped,05.02.2022,,05.02.2018,TFO2015,Statoil Petroleum AS,17237817,27432544,27757445,,13.06.2018,20.02.2019
849,,WORKOBLIGATION,Tilbakeleveringsrapport,Relinquishment report,Godkjent,Approved,05.05.2022,,05.02.2018,TFO2015,Statoil Petroleum AS,17237817,27432544,27757446,27757445,16.08.2018,20.02.2019
850,,WORKOBLIGATION,Samle inn 3D seismikk,Acquire new 3D seismic,Godkjent,Approved,05.02.2019,,05.02.2024,TFO2015,Edison Norge AS,25612292,27432591,27757447,,,20.02.2019
850,,DECISION,Beslutning om boring,Decision to drill,Under arbeid,In process,05.02.2019,,05.02.2024,TFO2015,Edison Norge AS,25612292,27432591,27757448,,,20.02.2019
850,,WORKOBLIGATION,Boring av letebrønn,Drill exploration well,Under arbeid,In process,05.02.2021,,05.02.2024,TFO2015,Edison Norge AS,25612292,27432591,27757449,27757448,,20.02.2019
850,,DECISION,(BoK) Beslutning om konkretisering,(BoK) Decision to concretize,Under arbeid,In process,05.02.2021,,05.02.2024,TFO2015,Edison Norge AS,25612292,27432591,27757450,,,20.02.2019
850,,WORKOBLIGATION,Konseptstudier,Conceptual studies,Under arbeid,In process,05.02.2023,,05.02.2024,TFO2015,Edison Norge AS,25612292,27432591,27757451,27757450,,20.02.2019
850,,DECISION,(BoV) Beslutning om videreføring,(BoV) Decision to continue,Under arbeid,In process,05.02.2023,,05.02.2024,TFO2015,Edison Norge AS,25612292,27432591,27757452,,,20.02.2019
