prlName,prlTaskName,prlTaskCategory,prlTaskTypeNo,prlTaskTypeEn,prlTaskStatusNo,prlTaskStatusEn,prlTaskExpiryDate,wlbName,prlDateValidTo,prlLicensingActivityName,cmpLongName,cmpNpdidCompany,prlNpdidLicence,prlTaskID,prlTaskRefID,prlTaskDateUpdated,datesyncNPD
006 D,Geologi- og geofysikk studier,WORKOBLIGATION,Geologi- og geofysikkstudier,Study of geology and geophysics,Godkjent,Approved,28.02.2011,,29.08.2011,TFO2007,Lundin Norway AS,2767314,4909688,4944110,,,20.02.2019
006 D,Fast brønn - 1 av 1,WORKOBLIGATION,Boring,Drilling,Godkjent,Approved,28.02.2011,2/5-14 S,29.08.2011,TFO2007,Lundin Norway AS,2767314,4909688,4944112,,,20.02.2019
006 D,Beslutte utbyggingsplan,DECISION,(PUD) Beslutning om å utarbeide ein utbyggingsplan,(PDO) Decision to prepare a plan for development,Frafalt,Dropped,29.08.2011,,29.08.2011,TFO2007,Lundin Norway AS,2767314,4909688,4944113,,,20.02.2019
006 D,Sende inn utbyggingsplan,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Frafalt,Dropped,29.02.2012,,29.08.2011,TFO2007,Lundin Norway AS,2767314,4909688,4944114,,,20.02.2019
006 D,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Frafalt,Dropped,29.02.2012,,29.08.2011,TFO2007,Lundin Norway AS,2767314,4909688,4944116,,,20.02.2019
025 B,G & G studier,WORKOBLIGATION,Geologi- og geofysikkstudier,Study of geology and geophysics,Godkjent,Approved,06.02.2017,,06.02.2017,TFO2014,Statoil Petroleum AS,17237817,26216467,26216570,,,20.02.2019
025 B,Borebeslutning,DECISION,Beslutning om boring,Decision to drill,Skal ikke bores,Not to be drilled,06.02.2017,,06.02.2017,TFO2014,Statoil Petroleum AS,17237817,26216467,26216571,,,20.02.2019
025 B,Tilbakeleveringsrapport,WORKOBLIGATION,Tilbakeleveringsrapport,Relinquishment report,Godkjent,Approved,06.06.2017,,06.02.2017,TFO2014,Statoil Petroleum AS,17237817,26216467,26216575,,,20.02.2019
025 B,Beslutte konkretisering,DECISION,(BoK) Beslutning om konkretisering,(BoK) Decision to concretize,Frafalt,Dropped,06.02.2019,,06.02.2017,TFO2014,Statoil Petroleum AS,17237817,26216467,26216572,,,20.02.2019
025 B,Bore letebrønn,WORKOBLIGATION,Boring av letebrønn,Drill exploration well,Skal ikke bores,Not to be drilled,06.02.2019,,06.02.2017,TFO2014,Statoil Petroleum AS,17237817,26216467,26217261,26216571,,20.02.2019
025 B,Beslutte videreføring,DECISION,(BoV) Beslutning om videreføring,(BoV) Decision to continue,Frafalt,Dropped,06.02.2021,,06.02.2017,TFO2014,Statoil Petroleum AS,17237817,26216467,26216573,,,20.02.2019
025 B,Konseptstudier,WORKOBLIGATION,Konseptstudier,Conceptual studies,Frafalt,Dropped,06.02.2021,,06.02.2017,TFO2014,Statoil Petroleum AS,17237817,26216467,26217258,26216572,,20.02.2019
025 B,Sende inn utbyggingsplan,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Frafalt,Dropped,06.02.2022,,06.02.2017,TFO2014,Statoil Petroleum AS,17237817,26216467,26217259,26216574,,20.02.2019
025 B,Beslutte innsending av utbyggingsplan,DECISION,(PUD) Beslutning om å sende inn en utbyggingsplan,(PDO) Decision to submit plan for development,Frafalt,Dropped,06.02.2022,,06.02.2017,TFO2014,Statoil Petroleum AS,17237817,26216467,26216574,,,20.02.2019
025 B,Utløp initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Frafalt,Dropped,06.02.2022,,06.02.2017,TFO2014,Statoil Petroleum AS,17237817,26216467,26216576,,,20.02.2019
025 B,Utarbeide utbyggingsplan,WORKOBLIGATION,(PUD) Utarbeide utbyggingsplan,(PDO) Prepare plan for development,Frafalt,Dropped,06.02.2022,,06.02.2017,TFO2014,Statoil Petroleum AS,17237817,26216467,26217262,26216573,,20.02.2019
035 C,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Godkjent,Approved,14.11.2022,,14.11.2022,TFO2011,Equinor Energy AS,32011216,21559372,21631505,,18.05.2018,20.02.2019
037 F,,WORKOBLIGATION,Geologi- og geofysikkstudier,Study of geology and geophysics,Godkjent,Approved,08.02.2015,,05.12.2014,TFO2012,Statoil Petroleum AS,17237817,22813049,23265587,,,20.02.2019
037 F,,DECISION,Beslutning om boring,Decision to drill,Skal ikke bores,Not to be drilled,08.02.2015,,05.12.2014,TFO2012,Statoil Petroleum AS,17237817,22813049,23265588,,,20.02.2019
037 F,,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Frafalt,Dropped,08.02.2017,,05.12.2014,TFO2012,Statoil Petroleum AS,17237817,22813049,23265589,,,20.02.2019
037 F,,WORKOBLIGATION,Boring av letebrønn,Drill exploration well,Skal ikke bores,Not to be drilled,08.02.2017,,05.12.2014,TFO2012,Statoil Petroleum AS,17237817,22813049,23265590,23265588,,20.02.2019
037 F,Tilbakeleveringsrapport,WORKOBLIGATION,Tilbakeleveringsrapport,Relinquishment report,Godkjent,Approved,08.06.2017,,05.12.2014,TFO2012,Statoil Petroleum AS,17237817,22813049,23265591,,,20.02.2019
038 E,,WORKOBLIGATION,Geologi- og geofysikkstudier,Study of geology and geophysics,Godkjent,Approved,07.02.2016,,07.02.2016,TFO2013,Repsol Norge AS,27052812,24214362,24217892,,,20.02.2019
038 E,,DECISION,Beslutning om boring,Decision to drill,Skal ikke bores,Not to be drilled,07.02.2016,,07.02.2016,TFO2013,Repsol Norge AS,27052812,24214362,24217893,,,20.02.2019
038 E,,WORKOBLIGATION,Boring av letebrønn,Drill exploration well,Skal ikke bores,Not to be drilled,07.02.2018,,07.02.2016,TFO2013,Repsol Norge AS,27052812,24214362,24565049,24217893,,20.02.2019
038 E,,DECISION,(BoK) Beslutning om konkretisering,(BoK) Decision to concretize,Skal ikke bores,Not to be drilled,07.02.2018,,07.02.2016,TFO2013,Repsol Norge AS,27052812,24214362,24567587,24217893,,20.02.2019
038 E,Beslutte utarbeidelse av utbyggingsplan,DECISION,(BoV) Beslutning om videreføring,(BoV) Decision to continue,Frafalt,Dropped,07.02.2019,,07.02.2016,TFO2013,Repsol Norge AS,27052812,24214362,24565050,,,20.02.2019
038 E,,WORKOBLIGATION,Konseptstudier,Conceptual studies,Frafalt,Dropped,07.02.2019,,07.02.2016,TFO2013,Repsol Norge AS,27052812,24214362,25612418,24567587,,20.02.2019
038 E,,WORKOBLIGATION,(PUD) Utarbeide utbyggingsplan,(PDO) Prepare plan for development,Frafalt,Dropped,07.02.2020,,07.02.2016,TFO2013,Repsol Norge AS,27052812,24214362,25612419,24565050,,20.02.2019
038 E,,DECISION,(PUD) Beslutning om å sende inn en utbyggingsplan,(PDO) Decision to submit plan for development,Frafalt,Dropped,07.02.2020,,07.02.2016,TFO2013,Repsol Norge AS,27052812,24214362,25612420,,,20.02.2019
038 E,,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Frafalt,Dropped,07.02.2020,,07.02.2016,TFO2013,Repsol Norge AS,27052812,24214362,24565051,,,20.02.2019
038 E,Tilbakelveringsrapport,WORKOBLIGATION,Tilbakeleveringsrapport,Relinquishment report,Godkjent,Approved,07.05.2020,,07.02.2016,TFO2013,Repsol Norge AS,27052812,24214362,24565052,,,20.02.2019
043 ES,,WORKOBLIGATION,Geologi- og geofysikkstudier,Study of geology and geophysics,Under arbeid,In process,02.03.2019,,02.03.2021,TFO2017,Equinor Energy AS,32011216,30977735,31141493,,18.05.2018,20.02.2019
043 ES,,DECISION,Beslutning om boring,Decision to drill,Under arbeid,In process,02.03.2019,,02.03.2021,TFO2017,Equinor Energy AS,32011216,30977735,31141494,,18.05.2018,20.02.2019
043 ES,,WORKOBLIGATION,Boring av letebrønn,Drill exploration well,Under arbeid,In process,02.03.2021,,02.03.2021,TFO2017,Equinor Energy AS,32011216,30977735,31141495,31141494,18.05.2018,20.02.2019
043 ES,,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Under arbeid,In process,02.03.2021,,02.03.2021,TFO2017,Equinor Energy AS,32011216,30977735,31141496,,18.05.2018,20.02.2019
043 ES,,WORKOBLIGATION,Tilbakeleveringsrapport,Relinquishment report,Under arbeid,In process,02.06.2021,,02.03.2021,TFO2017,Equinor Energy AS,32011216,30977735,31141549,31141496,18.05.2018,20.02.2019
044 B,,WORKOBLIGATION,Geologi- og geofysikkstudier,Study of geology and geophysics,Godkjent,Approved,07.02.2015,,07.02.2017,TFO2013,ConocoPhillips Skandinavia AS,2410696,24214379,24565055,,,20.02.2019
044 B,,DECISION,Beslutte anskaffelse 3D seismikk,Decision to acquire existing 3D seismic,Godkjent,Approved,07.02.2015,,07.02.2017,TFO2013,ConocoPhillips Skandinavia AS,2410696,24214379,24565056,,,20.02.2019
044 B,,WORKOBLIGATION,Anskaffe 3D seismikk,Acquire 3D seismic,Godkjent,Approved,07.02.2016,,07.02.2017,TFO2013,ConocoPhillips Skandinavia AS,2410696,24214379,24565057,24565056,,20.02.2019
044 B,,DECISION,Beslutning om boring,Decision to drill,Skal ikke bores,Not to be drilled,07.02.2017,,07.02.2017,TFO2013,ConocoPhillips Skandinavia AS,2410696,24214379,24565058,,,20.02.2019
044 B,Tilbakeleveringsrapport,WORKOBLIGATION,Tilbakeleveringsrapport,Relinquishment report,Godkjent,Approved,07.05.2017,,07.02.2017,TFO2013,ConocoPhillips Skandinavia AS,2410696,24214379,24565053,,13.02.2018,20.02.2019
044 B,,WORKOBLIGATION,Boring av letebrønn,Drill exploration well,Skal ikke bores,Not to be drilled,07.02.2020,,07.02.2017,TFO2013,ConocoPhillips Skandinavia AS,2410696,24214379,24565065,24565058,,20.02.2019
044 B,,DECISION,(BoK) Beslutning om konkretisering,(BoK) Decision to concretize,Frafalt,Dropped,07.02.2020,,07.02.2017,TFO2013,ConocoPhillips Skandinavia AS,2410696,24214379,24567588,,,20.02.2019
044 B,Beslutte utarbeidelse av utbyggingsplan,DECISION,(BoV) Beslutning om videreføring,(BoV) Decision to continue,Frafalt,Dropped,07.02.2021,,07.02.2017,TFO2013,ConocoPhillips Skandinavia AS,2410696,24214379,24565079,,,20.02.2019
044 B,,WORKOBLIGATION,Konseptstudier,Conceptual studies,Frafalt,Dropped,07.02.2021,,07.02.2017,TFO2013,ConocoPhillips Skandinavia AS,2410696,24214379,25612416,24567588,,20.02.2019
044 B,,DECISION,(PUD) Beslutning om å sende inn en utbyggingsplan,(PDO) Decision to submit plan for development,Frafalt,Dropped,07.02.2022,,07.02.2017,TFO2013,ConocoPhillips Skandinavia AS,2410696,24214379,25612417,,,20.02.2019
044 B,,WORKOBLIGATION,(PUD) Utarbeide utbyggingsplan,(PDO) Prepare plan for development,Frafalt,Dropped,07.02.2022,,07.02.2017,TFO2013,ConocoPhillips Skandinavia AS,2410696,24214379,24565080,24565079,,20.02.2019
044 B,,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Frafalt,Dropped,07.02.2022,,07.02.2017,TFO2013,ConocoPhillips Skandinavia AS,2410696,24214379,24565054,,,20.02.2019
044 C,Anskaffe 3D seismikk,WORKOBLIGATION,Anskaffe 3D seismikk,Acquire 3D seismic,Godkjent,Approved,06.02.2016,,07.02.2017,TFO2014,ConocoPhillips Skandinavia AS,2410696,25611470,26216578,,,20.02.2019
044 C,Borebeslutning,DECISION,Beslutning om boring,Decision to drill,Skal ikke bores,Not to be drilled,07.02.2017,,07.02.2017,TFO2014,ConocoPhillips Skandinavia AS,2410696,25611470,26216577,,,20.02.2019
044 C,Tilbakeleveringsrapport,WORKOBLIGATION,Tilbakeleveringsrapport,Relinquishment report,Godkjent,Approved,06.05.2017,,07.02.2017,TFO2014,ConocoPhillips Skandinavia AS,2410696,25611470,26216584,,13.02.2018,20.02.2019
044 C,Boring av letebrønn,WORKOBLIGATION,Boring av letebrønn,Drill exploration well,Skal ikke bores,Not to be drilled,07.02.2020,,07.02.2017,TFO2014,ConocoPhillips Skandinavia AS,2410696,25611470,26216579,26216577,,20.02.2019
044 C,Beslutte konkretisering,DECISION,(BoK) Beslutning om konkretisering,(BoK) Decision to concretize,Frafalt,Dropped,07.02.2020,,07.02.2017,TFO2014,ConocoPhillips Skandinavia AS,2410696,25611470,26216580,,,20.02.2019
044 C,Beslutte videreføring,DECISION,(BoV) Beslutning om videreføring,(BoV) Decision to continue,Frafalt,Dropped,07.02.2021,,07.02.2017,TFO2014,ConocoPhillips Skandinavia AS,2410696,25611470,26216581,,,20.02.2019
044 C,Sende inn utbyggingsplan,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Frafalt,Dropped,07.02.2021,,07.02.2017,TFO2014,ConocoPhillips Skandinavia AS,2410696,25611470,26216582,26217265,,20.02.2019
044 C,Konseptstudier,WORKOBLIGATION,Konseptstudier,Conceptual studies,Frafalt,Dropped,07.02.2021,,07.02.2017,TFO2014,ConocoPhillips Skandinavia AS,2410696,25611470,26217263,26216580,,20.02.2019
044 C,Utarbeide utbyggingsplan,WORKOBLIGATION,(PUD) Utarbeide utbyggingsplan,(PDO) Prepare plan for development,Frafalt,Dropped,07.02.2022,,07.02.2017,TFO2014,ConocoPhillips Skandinavia AS,2410696,25611470,26217264,26216581,,20.02.2019
044 C,Beslutte innsending av utbyggingsplan,DECISION,(PUD) Beslutning om å sende inn en utbyggingsplan,(PDO) Decision to submit plan for development,Frafalt,Dropped,07.02.2022,,07.02.2017,TFO2014,ConocoPhillips Skandinavia AS,2410696,25611470,26217265,,,20.02.2019
044 C,Beslutte overgang til forlengelsesperiod,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Frafalt,Dropped,07.02.2022,,07.02.2017,TFO2014,ConocoPhillips Skandinavia AS,2410696,25611470,26216583,,,20.02.2019
046 D,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Godkjent,Approved,31.12.2028,,31.12.2018,TFO2011,Equinor Energy AS,32011216,21559399,21631506,,20.01.2019,20.02.2019
046 E,,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Godkjent,Approved,06.02.2017,,31.12.2028,TFO2014,Equinor Energy AS,32011216,25611579,27116461,,18.05.2018,20.02.2019
050 D,Reprosessere 3D seismikk,WORKOBLIGATION,"Innsamling, reprosessering, tolking","Seismology - collecting, reprocessing, interpretation",Godkjent,Approved,16.02.2008,,10.09.2031,TFO2006,Equinor Energy AS,32011216,4237912,4456576,,18.05.2018,20.02.2019
050 D,Geologi- og geofysikk studier,WORKOBLIGATION,Geologi- og geofysikkstudier,Study of geology and geophysics,Godkjent,Approved,16.02.2008,,10.09.2031,TFO2006,Equinor Energy AS,32011216,4237912,4456577,,18.05.2018,20.02.2019
050 D,Vurdere utbyggingsplan,DECISION,(PUD) Beslutning om å utarbeide ein utbyggingsplan,(PDO) Decision to prepare a plan for development,Godkjent,Approved,16.02.2010,,10.09.2031,TFO2006,Equinor Energy AS,32011216,4237912,4456578,,18.05.2018,20.02.2019
050 D,Tilbakeleveringsrapport,WORKOBLIGATION,Tilbakeleveringsrapport,Relinquishment report,Frafalt,Dropped,16.02.2010,,10.09.2031,TFO2006,Equinor Energy AS,32011216,4237912,21631920,,18.05.2018,20.02.2019
050 D,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Godkjent,Approved,16.02.2010,,10.09.2031,TFO2006,Equinor Energy AS,32011216,4237912,21631932,,18.05.2018,20.02.2019
052 C,Betinga brønn - 1 av 1,DECISION,Beslutning om boring,Decision to drill,Skal ikke bores,Not to be drilled,28.02.2011,,01.03.2011,TFO2007,Statoil Petroleum AS,17237817,4918046,4944127,,,20.02.2019
052 C,Beslutning om utbyggingsplan.,DECISION,(PUD) Beslutning om å utarbeide ein utbyggingsplan,(PDO) Decision to prepare a plan for development,Frafalt,Dropped,28.02.2011,,01.03.2011,TFO2007,Statoil Petroleum AS,17237817,4918046,4944128,,,20.02.2019
052 C,Tilbakeleveringsrapport,WORKOBLIGATION,Tilbakeleveringsrapport,Relinquishment report,Under arbeid,In process,01.03.2011,,01.03.2011,TFO2007,Statoil Petroleum AS,17237817,4918046,21631933,,,20.02.2019
052 C,Boring av betinga brønn - 1 av 1,WORKOBLIGATION,Boring,Drilling,Skal ikke bores,Not to be drilled,28.02.2012,,01.03.2011,TFO2007,Statoil Petroleum AS,17237817,4918046,4944129,4944127,,20.02.2019
052 C,Innsende utbyggingsplan,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Frafalt,Dropped,29.02.2012,,01.03.2011,TFO2007,Statoil Petroleum AS,17237817,4918046,4944130,,,20.02.2019
052 C,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Frafalt,Dropped,28.02.2013,,01.03.2011,TFO2007,Statoil Petroleum AS,17237817,4918046,4944131,,,20.02.2019
053 C,,WORKOBLIGATION,Geologi- og geofysikkstudier,Study of geology and geophysics,Godkjent,Approved,10.02.2019,,10.02.2023,TFO2016,Equinor Energy AS,32011216,28941860,29028116,,09.02.2019,20.02.2019
053 C,,DECISION,Beslutning om boring,Decision to drill,Skal bores,Will be drilled,10.02.2019,,10.02.2023,TFO2016,Equinor Energy AS,32011216,28941860,29028117,,09.02.2019,20.02.2019
053 C,,WORKOBLIGATION,Boring av letebrønn,Drill exploration well,Under arbeid,In process,10.02.2020,,10.02.2023,TFO2016,Equinor Energy AS,32011216,28941860,29028118,29028117,09.02.2019,20.02.2019
053 C,,DECISION,(BoK) Beslutning om konkretisering,(BoK) Decision to concretize,Under arbeid,In process,10.02.2020,,10.02.2023,TFO2016,Equinor Energy AS,32011216,28941860,29028119,,18.05.2018,20.02.2019
053 C,,WORKOBLIGATION,Konseptstudier,Conceptual studies,Under arbeid,In process,10.02.2022,,10.02.2023,TFO2016,Equinor Energy AS,32011216,28941860,29028120,29028119,18.05.2018,20.02.2019
053 C,,DECISION,(BoV) Beslutning om videreføring,(BoV) Decision to continue,Under arbeid,In process,10.02.2022,,10.02.2023,TFO2016,Equinor Energy AS,32011216,28941860,29028121,,18.05.2018,20.02.2019
053 C,,WORKOBLIGATION,(PUD) Utarbeide utbyggingsplan,(PDO) Prepare plan for development,Under arbeid,In process,10.02.2023,,10.02.2023,TFO2016,Equinor Energy AS,32011216,28941860,29028122,29028121,18.05.2018,20.02.2019
053 C,,DECISION,(PUD) Beslutning om å sende inn en utbyggingsplan,(PDO) Decision to submit plan for development,Under arbeid,In process,10.02.2023,,10.02.2023,TFO2016,Equinor Energy AS,32011216,28941860,29028123,,18.05.2018,20.02.2019
053 C,,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Under arbeid,In process,10.02.2023,,10.02.2023,TFO2016,Equinor Energy AS,32011216,28941860,29028124,29028123,18.05.2018,20.02.2019
053 C,,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Under arbeid,In process,10.02.2023,,10.02.2023,TFO2016,Equinor Energy AS,32011216,28941860,29028125,,18.05.2018,20.02.2019
053 C,,WORKOBLIGATION,Tilbakeleveringsrapport,Relinquishment report,Under arbeid,In process,10.05.2023,,10.02.2023,TFO2016,Equinor Energy AS,32011216,28941860,29028126,29028125,18.05.2018,20.02.2019
055 D,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Godkjent,Approved,08.02.2014,,06.04.2030,TFO2012,Wintershall Norge AS,21666830,22813096,23265592,,,20.02.2019
072 D,,WORKOBLIGATION,Boring av fast letebrønn,Drill firm exploration well,Frafalt,Dropped,07.02.2017,,16.11.2016,TFO2013,Statoil Petroleum AS,17237817,24214398,24565089,,,20.02.2019
072 D,,DECISION,(BoK) Beslutning om konkretisering,(BoK) Decision to concretize,Frafalt,Dropped,07.02.2017,,16.11.2016,TFO2013,Statoil Petroleum AS,17237817,24214398,24567589,,,20.02.2019
072 D,Beslutte utarbeidelse av utbyggingsplan ,DECISION,(BoV) Beslutning om videreføring,(BoV) Decision to continue,Frafalt,Dropped,07.02.2018,,16.11.2016,TFO2013,Statoil Petroleum AS,17237817,24214398,24565096,24567589,,20.02.2019
072 D,,WORKOBLIGATION,Konseptstudier,Conceptual studies,Frafalt,Dropped,07.02.2018,,16.11.2016,TFO2013,Statoil Petroleum AS,17237817,24214398,25612412,24567589,,20.02.2019
072 D,,DECISION,(PUD) Beslutning om å sende inn en utbyggingsplan,(PDO) Decision to submit plan for development,Frafalt,Dropped,07.02.2019,,16.11.2016,TFO2013,Statoil Petroleum AS,17237817,24214398,25612413,,,20.02.2019
072 D,,WORKOBLIGATION,(PUD) Utarbeide utbyggingsplan,(PDO) Prepare plan for development,Frafalt,Dropped,07.02.2019,,16.11.2016,TFO2013,Statoil Petroleum AS,17237817,24214398,24565106,24565096,,20.02.2019
072 D,,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Frafalt,Dropped,07.02.2019,,16.11.2016,TFO2013,Statoil Petroleum AS,17237817,24214398,24565087,,,20.02.2019
072 D,Tilbakeleveringsrapport,WORKOBLIGATION,Tilbakeleveringsrapport,Relinquishment report,Godkjent,Approved,07.05.2019,,16.11.2016,TFO2013,Statoil Petroleum AS,17237817,24214398,24565088,,,20.02.2019
072 E,Fast brønn,WORKOBLIGATION,Boring av fast letebrønn,Drill firm exploration well,Frafalt,Dropped,07.02.2017,,16.11.2016,TFO2014,Statoil Petroleum AS,17237817,25611559,26216997,,,20.02.2019
072 E,Beslutte konkretisering,DECISION,(BoK) Beslutning om konkretisering,(BoK) Decision to concretize,Frafalt,Dropped,07.02.2017,,16.11.2016,TFO2014,Statoil Petroleum AS,17237817,25611559,26216998,,,20.02.2019
072 E,Beslutte videreføring,DECISION,(BoV) Beslutning om videreføring,(BoV) Decision to continue,Frafalt,Dropped,07.02.2018,,16.11.2016,TFO2014,Statoil Petroleum AS,17237817,25611559,26216999,,,20.02.2019
072 E,Konseptstudier,WORKOBLIGATION,Konseptstudier,Conceptual studies,Frafalt,Dropped,07.02.2018,,16.11.2016,TFO2014,Statoil Petroleum AS,17237817,25611559,26217266,26216998,,20.02.2019
072 E,Sende inn utbyggingsplan,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Frafalt,Dropped,07.02.2019,,16.11.2016,TFO2014,Statoil Petroleum AS,17237817,25611559,26217267,26217000,,20.02.2019
072 E,Beslutte innsending av utbyggingsplan,DECISION,(PUD) Beslutning om å sende inn en utbyggingsplan,(PDO) Decision to submit plan for development,Frafalt,Dropped,07.02.2019,,16.11.2016,TFO2014,Statoil Petroleum AS,17237817,25611559,26217000,,,20.02.2019
072 E,Beslutte overgang til forlengelsesperiod,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Frafalt,Dropped,07.02.2019,,16.11.2016,TFO2014,Statoil Petroleum AS,17237817,25611559,26217001,26217000,,20.02.2019
072 E,Tilbakeleveringsrapport,WORKOBLIGATION,Tilbakeleveringsrapport,Relinquishment report,Godkjent,Approved,07.05.2019,,16.11.2016,TFO2014,Statoil Petroleum AS,17237817,25611559,26217002,,,20.02.2019
073 B,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Godkjent,Approved,17.12.2005,,31.12.2029,TFO2004,Equinor Energy AS,32011216,2987414,3504484,,18.05.2018,20.02.2019
074 B,Fast brønn - 1 av 1,WORKOBLIGATION,Boring,Drilling,Godkjent,Approved,01.03.2010,6407/2-5 S,10.04.2027,TFO2007,Equinor Energy AS,32011216,4918544,4944201,,18.05.2018,20.02.2019
074 B,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Godkjent,Approved,01.03.2010,,10.04.2027,TFO2007,Equinor Energy AS,32011216,4918544,4944202,,18.05.2018,20.02.2019
074 B,Tilbakeleveringsrapport,WORKOBLIGATION,Tilbakeleveringsrapport,Relinquishment report,Frafalt,Dropped,01.03.2010,,10.04.2027,TFO2007,Equinor Energy AS,32011216,4918544,21631934,,18.05.2018,20.02.2019
085 D,Betinga brønn - 1 av 1,DECISION,Beslutning om boring,Decision to drill,Skal ikke bores,Not to be drilled,06.01.2008,,01.01.2008,TFO2005,StatoilHydro Petroleum AS,4511658,3810164,3996797,,,20.02.2019
085 D,Boring av betinga brønn - 1 av 1,WORKOBLIGATION,Boring,Drilling,Skal ikke bores,Not to be drilled,06.01.2010,,01.01.2008,TFO2005,StatoilHydro Petroleum AS,4511658,3810164,3961253,3996797,,20.02.2019
085 D,Innsending av utbyggingsplan,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Frafalt,Dropped,06.01.2010,,01.01.2008,TFO2005,StatoilHydro Petroleum AS,4511658,3810164,3961254,,,20.02.2019
085 D,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Frafalt,Dropped,06.01.2010,,01.01.2008,TFO2005,StatoilHydro Petroleum AS,4511658,3810164,3961255,,,20.02.2019
090 D,Betinga brønn - 1 av 1,DECISION,Beslutning om boring,Decision to drill,Skal bores,Will be drilled,06.01.2008,,06.01.2010,TFO2005,Statoil Petroleum AS,17237817,3811847,3961261,,,20.02.2019
090 D,Boring av betinga brønn - 1 av 1,WORKOBLIGATION,Boring,Drilling,Godkjent,Approved,06.01.2010,35/11-11,06.01.2010,TFO2005,Statoil Petroleum AS,17237817,3811847,3961262,3961261,,20.02.2019
090 D,Innsende ein utbyggingsplan,DECISION,(PUD) Innlevering av utbyggingsplan,(PDO) Submit plan for development,Frafalt,Dropped,06.01.2010,,06.01.2010,TFO2005,Statoil Petroleum AS,17237817,3811847,3961263,,,20.02.2019
090 D,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Frafalt,Dropped,06.01.2010,,06.01.2010,TFO2005,Statoil Petroleum AS,17237817,3811847,3961264,,,20.02.2019
090 E,Initiell periode,DECISION,Beslutte overgang til forlengelsesperioden,Decision to enter extension period,Godkjent,Approved,19.02.2011,,09.03.2024,TFO2009,Equinor Energy AS,32011216,17642079,18061280,,18.05.2018,20.02.2019
090 I,,WORKOBLIGATION,Reprosessere 3D seismikk,Reprocessing of 3D seismic,Under arbeid,In process,02.03.2020,,02.03.2025,TFO2017,Equinor Energy AS,32011216,30977789,31141511,,18.05.2018,20.02.2019
090 I,,DECISION,Beslutning om boring,Decision to drill,Under arbeid,In process,02.03.2020,,02.03.2025,TFO2017,Equinor Energy AS,32011216,30977789,31141512,,18.05.2018,20.02.2019
090 I,,WORKOBLIGATION,Boring av letebrønn,Drill exploration well,Under arbeid,In process,02.03.2022,,02.03.2025,TFO2017,Equinor Energy AS,32011216,30977789,31141513,31141512,18.05.2018,20.02.2019
090 I,,DECISION,(BoK) Beslutning om konkretisering,(BoK) Decision to concretize,Under arbeid,In process,02.03.2022,,02.03.2025,TFO2017,Equinor Energy AS,32011216,30977789,31141514,,18.05.2018,20.02.2019
090 I,,WORKOBLIGATION,Konseptstudier,Conceptual studies,Under arbeid,In process,02.03.2024,,02.03.2025,TFO2017,Equinor Energy AS,32011216,30977789,31141515,31141514,18.05.2018,20.02.2019
090 I,,DECISION,(BoV) Beslutning om videreføring,(BoV) Decision to continue,Under arbeid,In process,02.03.2024,,02.03.2025,TFO2017,Equinor Energy AS,32011216,30977789,31141516,,18.05.2018,20.02.2019
090 I,,WORKOBLIGATION,(PUD) Utarbeide utbyggingsplan,(PDO) Prepare plan for development,Under arbeid,In process,02.03.2025,,02.03.2025,TFO2017,Equinor Energy AS,32011216,30977789,31141517,31141516,18.05.2018,20.02.2019
